refcode,formula,z_prime,r_factor,n_atoms,spacegroup
SAGZIL,C21 H21 Br1 O2 S1,1.0,3.74,46,P21/c
ANUXUE,C13 H18 N2 O4,1.0,5.680000000000001,37,P21/n
FAWGAN,C19 H17 N1 O4,1.0,2.5300000000000002,41,P212121
TECTEB,"C15 H16 N4 O1,H2 O1",1.0,5.21,36,P-1
BECKED,C21 H22 O7,2.0,3.5999999999999996,50,P-1
KUZKOH,C22 H22 N4 S3 Si2,1.0,6.18,53,P-1
LEHQAU,C20 H23 Br1 O1,1.0,5.33,45,P21/c
ONOFAC,C21 H17 N1,1.0,6.97,39,P21/c
BAQGEI,C23 H17 F1 N2 O4,1.0,4.569999999999999,47,C2/c
DULJIF,C24 H24 N4,1.0,2.78,52,P212121
XIZZEN,C19 H19 N1 O2 S1,1.0,2.22,42,P212121
ZICRAG,C16 H11 I1 O2,1.0,4.26,30,P21/n
IBAVIT,C18 H23 N1 O5,1.0,5.390000000000001,47,Pbca
SEZYON,C27 H29 N3 O1,1.0,4.3999999999999995,60,P-1
KEDPAL,C8 H17 O2 P1 S1,1.0,4.5200000000000005,29,P21/c
JIVPAI,"C22 H16 N4 O2 S1,C1 H4 O1",1.0,4.01,45,P21/c
VICKOJ,C21 H21 Br1 O4,1.0,3.82,47,P212121
POXFOB,C26 H19 Cl1 O2,1.0,4.4799999999999995,48,P21/c
GEJHOS,C18 H32 N2 O2 Si2,0.5,4.4,56,C2/c
XUMZUB,C20 H24 O3 Si2,1.0,4.19,49,P-1
QOLPUE,C19 H25 N1 O3 Si2,1.0,5.16,50,Pbca
KACTIS,"C17 H20 N3 1+,I3 1-",1.0,4.11,40,P-1
QUYJOM,C18 H24 N1 O4 P1,1.0,5.24,48,P-1
SONYAV,C17 H16 N2 O3,1.0,5.6000000000000005,38,P21/n
NEFYEE,C18 H28 N2 O3,1.0,7.44,51,P-1
TEFSAA,C22 H21 Cl1 O1,1.0,3.11,45,P43
FAYZUD,C17 H21 N5 O4 S1,1.0,3.18,48,C2/c
IPAQUN,C20 H19 N1 O2 S2,1.0,3.5900000000000003,44,P21
YOKPAT,C12 H12 N2 O2,1.0,2.65,28,P212121
AWEVIK,C22 H22 N2 O7 S1,1.0,3.56,54,P-1
SULMIV,C18 H28 Si3,0.5,3.8000000000000003,49,Pnma
BDORLA10,C10 H10 N2 O7,1.0,3.2,29,P1
WOVJIC,"C18 H13 N3 O4,2(C9 H7 N1)",1.0,4.390000000000001,38,P21
WOYTOV,C29 H25 Br1 O2,1.0,2.34,57,P21/c
AQIKIV,C19 H14 N4 O2,1.0,4.2,39,P21
NUVREF,C24 H23 N1 O3 S1,2.0,3.85,52,P-1
ICOXUT,C14 H13 N3 O2,1.0,2.9,32,P21/c
IXOKUD,C9 H18 I1 N1 O3 Si1,1.0,7.290000000000001,33,P21/n
XAMLUU,C24 H15 Br1 O4,1.0,4.2,44,P21/c
DOFZIL,C14 H15 N1 O2,1.0,6.3,32,P21/c
TOQDUA01,"2(C9 H17 N2 1+),Cl6 Te1 2-",0.5,2.15,28,P21/c
WUTLAZ,C22 H24 O6,1.0,4.78,52,P212121
PIDYEH,"C11 H16 N1 O2 1+,Cl1 1-",1.0,3.59,30,P21/n
OSIGAZ01,C11 H22 N3 O3,1.0,4.65,39,Pna21
NEDRUN,C15 H18 O2,1.0,3.16,35,P212121
OBUGUR,C21 H19 Cl1 N2 O1,1.0,5.28,44,P21/c
JOJGEY,"C12 H10 Br1 I1 N1 1+,1.5(C6 F4 I2),I1 1-",1.0,3.1199999999999997,25,Pbca
SOJNAG06,C2 H5 N3 O1 S1,1.0,1.1400000000000001,12,P21/c
OXUQIL,C18 H18 Br1 N3 O3 S1,2.0,6.239999999999999,44,P21/c
PUNPIB,C15 H16 Br2 N2 O2,2.0,3.83,37,P-1
PUMQAP,"C7 H11 N2 1+,C6 H4 N1 O3 1-,C6 H5 N1 O3",1.0,5.4,20,P212121
YIDDAS,C6 H12 I6 O1 Si2,1.0,4.15,27,P21/n
HEKZII,"I2,C6 H12 N2,C1 H1 Cl3",0.5,2.65,20,Pnma
PESBAT31,"C7 H7 N2 1+,C8 Cl2 N2 O2 1-",1.0,3.34,16,P21/n
AZEMAW,C25 H21 Cl1 Si1,1.0,5.48,48,P-1
NECVAS,C18 H18 N2,2.0,4.6000000000000005,38,P21/c
HITDOF,C14 H24 N2 O3,2.0,4.87,43,P-1
FIFGAC01,C23 H30 N2 O4,1.0,4.73,59,P212121
BELGOR,"C4 H7 N4 1+,C3 H3 O4 1-,H2 O1",2.0,3.7699999999999996,15,P-1
NOFCOD,"C26 H22 N2 O8 2-,2(C6 H16 N1 1+)",0.5,3.93,58,P21/c
HUZKIW,C20 H22 N2 O1,1.0,4.97,45,P21/c
CIYNUX,C29 H12 B2 F20 Si1,1.0,3.5999999999999996,64,Pbca
IHUSUB,C16 H11 Cl1 N2 O2,1.0,4.34,32,P21/n
TOYSIJ,C20 H25 N1 O4,1.0,6.42,50,P-1
YUYYAS,"C6 H10 N2 2+,H2 O7 P2 2-",1.0,2.8000000000000003,18,P-1
BUFTED01,C19 H26 O3,2.0,2.8899999999999997,48,P21
SUTLAX,C25 H21 Br1 N2 O3,1.0,5.58,52,Pca21
KEBLEJ,C18 H20 N2 O3,1.0,3.58,43,P21/c
KETJUP,"C8 H20 N1 1+,C7 H16 B11 1-",1.0,6.86,34,P21/c
TIZJEV,C20 H26 O6,1.0,3.1,52,P21
NEPWUB03,C30 H20 N2,1.0,4.18,52,P212121
IQEKAT,C26 H17 F3 N2 O4 S1,2.0,5.26,53,P21
XESFIN,C19 H15 N3 O3 S1,1.0,4.82,41,P-1
TICQOO,C19 H22 N2 O2 S2,1.0,5.24,47,P21/n
AGUGIU01,C18 H19 N1 O3 S1,1.0,3.61,42,Pc
FIDCOM,C28 H25 N3 O4,1.0,4.5600000000000005,60,C2/c
COMVAF,C18 H30 O4,1.0,4.54,52,P21
NUXXIN,C28 H26,1.0,5.1000000000000005,54,P21/a
QEDGAK,C11 H9 N3 O3,1.0,6.460000000000001,26,P21/c
HEGZUS,"2(C12 H10 N4),C6 H6 O2",1.0,4.9399999999999995,26,P-1
DAJFUS,C18 H26 O2 Si1,1.0,3.45,47,Pna21
DIQDUF,"C13 H11 N3 O5 S1,C3 H7 N1 O1",1.0,3.51,33,P-1
WIXGAO,C21 H24 N2 O2,1.0,5.8999999999999995,49,P21/n
NOQYEA,C8 H8 Cl1 N1 O5 S1,1.0,3.19,24,P21/n
FOGSIF,C22 H32 O6 P2,1.0,5.779999999999999,62,P21/c
TIXBOS,C19 H20 I1 N1,1.0,5.4,41,P21/c
AFIFAZ01,C15 H26 O2,2.0,6.64,43,P21
XOGBEB,C8 H16 N2 O2 S1,1.0,5.53,29,P-1
RONLEL,C13 H9 Br2 N1,1.0,3.95,25,P21/c
ALOMOG,C18 H17 N1 O1,1.0,4.96,37,P21/c
XUJQUS,C14 H12 O3,0.5,3.0700000000000003,29,P21/m
SAGJIV,C10 H12 O4,1.0,3.48,26,P21/n
VOMGIR,"C14 H20 Ca1 O9,5(H2 O1)",0.5,4.73,44,Pnma
QOKRAL,C23 H26,1.0,4.61,49,P21
DUNHUQ,"2(C5 H6 N3 O2 1+),H2 O7 P2 2-",1.0,3.31,16,Pca21
TPEPHO23,C18 H15 O1 P1,1.0,5.63,35,P21/c
ROJXUM,C18 H24 N1 O2 P1,1.0,2.75,46,P212121
OCUZAR,C14 H11 N1 O4,1.0,4.01,30,P21/c
JOLLAZ,C14 H15 Br1 O5 S1,1.0,2.88,36,P21/n
OCASOD,C21 H19 P1,1.0,4.06,41,P21/c
NILBIX,C20 H20 O6,1.0,3.49,46,P21/c
ASIGUH,C16 H23 N1 O2 S1,1.0,6.08,43,P21/c
EFIGAE,C19 H26 O4,1.0,4.38,49,P212121
EDOTEX05,"C9 H17 N2 1+,Br1 1-",1.0,4.17,28,P21/c
SETGOO,C15 H13 Br1 O5 S1,1.0,3.48,35,P-1
VIJFOK,C13 H14 N2 O6,1.0,4.2,35,P212121
ROTMUK,"C13 H16 F5 N2 1+,Br1 1-",1.0,5.83,36,P21/n
CAHTUD,C24 H16 N2 O2 S1,2.0,4.41,45,P21/n
KIJFIV,C17 H13 N1 O3,1.0,3.52,34,P21/n
DUGQOL,C18 H19 N3 O4,2.0,4.21,44,P212121
XIJNIN,C13 H20 O6 S1,1.0,3.83,40,P-1
BATKIR,C18 H23 O1 P1,1.0,4.2,43,P212121
WIFQUY,C24 H26 N4 O7,1.0,5.5,61,P21/c
YOKXED,C24 H20 Br1 N1 O4,1.0,2.52,50,P-1
KEYDAU,C26 H26 N2 O4 S2,1.0,4.54,60,P-1
RBTCNQ,"C12 H4 N4 1-,Rb1 1+",1.0,6.57,20,P21/c
RIZPOH,C22 H29 P1,2.0,4.72,52,P-1
PEFFEM,"C8 H22 N2 2+,2(H4 B5 O10 1-)",0.5,5.29,32,P21/c
VOMKAM,"C9 H14 N4 O3,H2 O1",1.0,2.33,30,P212121
BUCWAA,"Br3 O6 1+,C1 F3 O3 S1 1-",1.0,1.35,9,C2/c
MAQWIM12,C10 H10 D2 N2 O2,1.0,6.99,26,Pna21
NUYROS,C28 H22 N2 O2 S2,1.0,6.950000000000001,56,P21/n
WEWCUZ,C17 H25 N1 O4 S1,1.0,2.54,48,P21212
QOPSAQ01,C19 H21 Cl1 O1,1.0,7.08,42,P21/c
DIRHAP,C16 H14 N6 O1,1.0,5.59,37,P21/c
LUYLOI,C22 H19 N3 O3,2.0,3.4799999999999995,47,Pna21
HAGCEA,C17 H15 O2 P1,1.0,4.45,35,P21/c
XUXDIG03,C22 H19 F1 N2 O1,2.0,6.99,45,P-1
VENPIP,C7 H17 B2 N3,1.0,3.36,29,P21/n
BADJOH,C22 H23 N1 O10,1.0,3.91,56,P21/c
UZOKUS,C21 H19 N1 O2 S2,1.0,4.569999999999999,45,P-1
XASWOH,C5 H3 N5 O2 S3,1.0,4.91,18,P21/c
HONTOT,C32 H26 O4,0.5,3.91,62,P21/c
OCEJIT,C16 H13 N1 O2,1.0,4.41,32,P-1
HEGHUZ,"C18 H17 N6 O3 1+,Cl1 1-,2(H2 O1)",1.0,4.51,44,P21/c
PUBSUD,C15 H15 N1 O2,2.0,3.88,33,P21/c
WORFOC,C7 H9 Br1 N4 O2 S1,1.0,2.67,24,Pbca
IXIPIR,C18 H18 N2 O1,1.0,6.21,39,P21/c
ZUKXEI,"2(C5 H7 N3 O1),C6 H10 O4",0.5,6.0,20,P21/c
DUPQUE,"C6 H4 F1 N2 Se1 1+,Cl1 1-",1.0,2.5,14,P21/c
UNODEJ,"C16 H26 N2 O4 2+,2(H2 O1),2(Cl1 1-)",0.5,3.08,48,P21/c
RASXAN,C14 H28 N2 O6 S1,2.0,6.93,51,C2
BUCSUP,C22 H30 O7 S1,1.0,3.0,60,P21
GIXLOR01,"C6 H10 N3 O2 1+,I1 1-",1.0,1.1900000000000002,21,P21
SALIAC27,C7 H6 O3,1.0,5.35,16,P21/c
FAMZUS,C11 H9 Br1 O4,1.0,1.77,25,P21
WOHVEY,C13 H11 N1 O5,1.0,4.67,30,P21/c
YOPFAN,C8 H10 N2 O3 S1,2.0,3.9699999999999998,24,P21/n
YIQJIT,C17 H30 O4 Si1,1.0,3.35,52,P21
EQUXOD,"C3 H5 N2 1+,C6 H7 O4 1-",1.0,4.34,17,Cc
AWIQEE02,C17 H17 N3 S1,1.0,4.04,38,P-1
EZEDIX,C26 H28 N2 O3 S1,1.0,6.38,60,P212121
IBOBAD,C23 H22 N4,1.0,5.33,49,P-1
UFOMEI,C22 H16 Cl2 O2 S2,0.5,4.83,44,C2/c
RICFUF,C20 H23 N3 O5,1.0,3.7,51,P21/n
XOBGUR,"C26 H22 O2,C13 H15 N1 O2",1.0,3.89,50,P21/c
HIDPIU,C14 H11 N1 O1 S2,2.0,3.3000000000000003,29,P-1
TOKYUN,C16 H21 Br1 N2 O2,1.0,6.42,42,P21
GINDUC,"2(C8 H20 N1 1+),O3 S2 2-,2(H2 O1)",1.0,3.0,29,P21
KAZVIT,C17 H17 N1 O2 S1,1.0,4.37,38,P212121
PACBIE,C18 H25 N1 O3,1.0,5.4,47,P212121
AMUVOV,C9 H9 N1 O2 S1,1.0,6.36,22,P21/n
EJUCEU,C16 H14 N6 O4,1.0,5.89,40,P21
JIPDUH,"C8 H18 N1 O1 1+,C8 H7 O3 1-",2.0,5.1000000000000005,28,P212121
WUZTOA,C13 H28 N6 O1,1.0,5.44,48,P-1
RURDAM,C14 H19 N1 O2,1.0,4.5,36,P21/n
CANBEZ,C9 H12 N4,0.5,6.8100000000000005,25,C2/c
PAHSAX,"C7 H3 N7 O8,1.5(H2 O1)",1.0,6.93,25,P21/c
MODQED,"C21 H13 B1 F2 N2 S4,C21 H13 B1 F2 N2 S4 1+,As1 F6 1-",1.0,5.970000000000001,43,P2/a
EHEQUF,"C15 H13 N1 O3 S2,2(C1 H4 O1)",1.0,5.58,34,P-1
BOJWAZ,C9 H14 N2 O4 S1,0.5,4.01,30,C2/c
FAHDEX,C18 H17 Cl1 O7,1.0,6.0,43,P-1
ETASIB,C4 H5 N3,2.0,5.42,12,Pcab
DAFQOT01,"C7 H5 N1 O5,C3 H7 N1 O1",1.0,4.89,18,P21/c
BASHUA,C22 H20 N2 O4,1.0,3.17,48,P212121
CEXZAH,"C1 H7 N4 1+,C4 H5 O6 1-,H2 O1",1.0,2.59,15,P212121
ZIKSIY,C17 H12 Cl1 N1 O3,2.0,4.02,34,P-1
XOHDAB,"C7 H7 N3 O1,H2 O1",1.0,2.65,18,P-1
ZILJOV,C19 H20 N2 S1,1.0,4.82,42,P212121
DINPEV10,C15 H12 O1,1.0,3.5,28,P21/n
GAWFEQ,C21 H17 N1 O1,1.0,3.64,40,P21/c
SUQHER,C21 H28 N4 O4,1.0,5.59,57,P212121
SEFSIF,C6 H8 O2,0.5,4.0,16,C2/m
MOHQEJ,C32 H22 N2,2.0,5.11,56,P21
CABCIR01,C12 H15 Cl2 N1 O5 S1,1.0,4.4,36,P212121
QQQAKV01,C28 H18 O4,0.5,5.11,50,P21/c
QUGQIW,C31 H23 N3,1.0,3.1,57,P212121
SOGXAR,C23 H21 N3 O3,1.0,3.04,50,P212121
QAMCAM59,C6 H12 N4,0.041666666666666664,3.6999999999999997,22,I-43m
JADSEP,"C18 H20 N3 1+,I1 1-",1.0,3.35,41,P21/n
ACIQEI,C9 H14 Br1 N1 O1,1.0,2.89,26,P21/n
RUKWUS,C23 H23 N1 O3,1.0,5.4,50,P-1
WIVHIW,"C15 H14 N1 O3 1+,H2 O4 P1 1-",1.0,2.8400000000000003,33,P21/c
GAGKOR,"2(C2 H8 N1 O6 P2 1-),C4 H12 N2 2+,4(H2 O1)",0.5,3.2800000000000002,19,P-1
COJTUQ,"C10 H18 N2 O4 S2 2-,2(K1 1+),3(H2 O1)",1.0,4.69,36,P21
SAGDIP,C23 H17 N1 O5 S1,1.0,4.38,47,P-1
NUYPAY01,C20 H20 Cl8 O4,1.0,2.4299999999999997,52,P21
XOZXES,C21 H15 N1 O1,1.0,5.81,38,P-1
IFIYAX,"C7 H15 N3 O6,2(H2 O1)",1.0,5.6000000000000005,31,P212121
BUXWUM,"C17 H14 N1 O5 1-,Na1 1+,3(H2 O1)",1.0,3.9,37,C2/c
ISEJIA,C24 H24 N2 O4,1.0,4.9,54,P212121
MOLJAY,C18 H24 O2,1.0,5.86,44,P21/n
ERUKEK,C20 H14 N4 O3,1.0,4.49,41,P21/n
OGUTOB,"C9 H10 N4 O2 S2,0.5(C6 H10 O4)",1.0,2.91,27,P21/c
LTHREO07,C4 H9 N1 O3,1.0,5.72,17,P212121
BOLXIJ,C15 H22 O4,1.0,3.3000000000000003,41,P21
GABLUV,C16 H18 O3,1.0,6.77,37,P21/c
DOPLOL05,C7 H6 N4 O5,1.0,4.390000000000001,22,P21/c
TUXBIA,C14 H17 B1 F1 N1 O2,1.0,2.92,36,P212121
GIHSID,C24 H21 N1,1.0,6.43,46,C2/c
HIQWEJ03,C10 H8 N2,2.0,4.7,20,P-1
VEFLEZ,C10 H13 N2 O2 P1,2.0,4.29,28,P21/c
NOQXEA,"C17 H19 N1 O7,C4 H8 O2",1.0,3.83,44,P21
FOXNUB01,"C1 H6 N3 1+,B1 F4 1-",0.17,4.6000000000000005,10,R3m
YAXWAV,C9 H3 N5 Se4,2.0,7.1,21,P21/c
ESUTEU,"C12 H11 N1 O3 S1,C6 H7 N1",1.0,5.4399999999999995,28,P-1
SOXZUC,C20 H26 N2 O5 S2,1.0,4.38,55,Pbca
TODLEF,"C16 H21 N1 O1 P1 S1 1+,C12 H10 O1 P1 S1 1-",1.0,3.9,41,P-1
KOQQIU,C19 H13 P1 S1,1.0,3.38,34,C2/c
ACAJOH,C23 H20 N2,1.0,6.41,45,P-1
WOVXOX,"C7 H9 N2 O2 1+,H1 O4 S1 1-",2.0,4.43,20,Pna21
RUMHUG,C16 H9 N1 O1 Se1,1.0,2.67,28,P-1
MEKZEL,C16 H25 N1 O3,1.0,6.76,45,Pbca
SAVMOU,"C10 H4 O8 2-,2(C5 H7 B1 N1 O2 1+),2(H2 O1)",0.5,5.6000000000000005,22,P-1
YUXDEC,C16 H29 N1 O2,1.0,3.27,48,P212121
ZAFPIK,C27 H19 N3 O3,1.0,4.25,52,P21/n
DOJGOB,C14 H20 F2 N2 O3 S1,1.0,6.569999999999999,42,P212121
HOSPIR,C20 H17 N5 O4,1.0,4.2,46,P21/c
GODXIJ,C20 H17 N1 O8,1.0,4.33,46,P-1
RATSIS,C20 H15 F1 O4,1.0,4.9,40,P21/c
CUQNIL,"C4 H12 N1 1+,C1 N1 S1 1-,O2 S1",1.0,2.95,17,P21/c
DALSUI,C21 H22 O6,1.0,4.38,49,P-1
KEYXOD,C14 H14 Cl1 N1 O4,1.0,4.63,34,P21/c
LAKHOU,C20 H22 F6 N2 S1,2.0,3.99,51,P21/n
IWATEF,"C15 H25 O1 1+,F6 P1 1-",1.0,5.66,41,Pc21n
FEGSUH,C12 H24 Ca1 I2 O4 Se2,0.5,5.73,45,C2/c
SUCSOY01,C20 H26,0.5,5.07,46,P-1
UDUTOD,C12 H13 N1 O3,2.0,4.6000000000000005,29,P-1
TEKZOB,C16 H21 N1 O3,1.0,4.279999999999999,41,Pccn
ACETOT,"C14 H13 O3 1-,C9 H14 N1 1+",1.0,5.54,30,C2
TIDMAU,C21 H38 N2 O2,1.0,5.7,63,P212121
NPTHDO,C10 H6 O2 S1,1.0,5.1000000000000005,19,P21/c
CATPIX,C15 H22 F6 O6,1.0,4.51,49,P21/c
ZZZNLI01,"H12 Mg1 O6 2+,2(C7 H7 O3 S1 1-)",0.5,5.7,19,P21/n
QUWXAI02,"C4 H8 N5 1+,C8 H5 O4 1-",1.0,4.4799999999999995,17,P21/c
BAFKOK,C26 H20 Cl2 N2 O3,1.0,3.2600000000000002,53,P21/n
NAFORM04,"C1 H1 O2 1-,Na1 1+",0.5,3.3000000000000003,4,C2/c
GAYZUD,C19 H18 Br1 N1 O1 S1,1.0,4.8500000000000005,41,P21/n
GUPFAB01,C15 H15 N1 O1,1.0,3.55,32,P21
FILQOJ,"C26 H24 N2 O6,C8 H10,2(H2 O1)",1.0,3.7699999999999996,58,P21
FANNUL,C14 H14,0.5,5.4,28,P21/c
BUQLEG,C17 H18 N4 O4,1.0,3.54,43,P21
QAVYAO,C18 H17 N3 O3,2.0,4.34,41,P21
BEJMUY,C20 H27 F3 O3,1.0,4.7,53,P21
ZEBVUB,C21 H26 N4 O2,1.0,3.9899999999999998,53,P21/n
QACXOI,C21 H18 O2,1.0,4.93,41,P21/n
DAGDOI,C23 H21 N3 O1,1.0,4.18,48,C2/c
BERJOX,C24 H26 N4 O4,0.5,4.4,58,P21/c
CEQRAR,C21 H21 N3 O3,2.0,3.72,48,I2
IKEGAJ,C22 H28 O3,1.0,4.17,53,P21
KUFCUN,C7 H7 N7 O2,1.0,3.7800000000000002,23,P212121
ACUWAZ,C18 H10 S2,1.0,5.4399999999999995,30,P21
TAMQUW,"2(C9 H7 N5),3(H2 O1)",0.5,5.609999999999999,21,C2/c
TOBSOU,"2(C8 H8 S4),C10 H2 N4",0.5,3.1199999999999997,20,P21/n
COLHIV,"2(C15 H10 O7),3(C6 H12 N2)",1.0,5.49,32,P-1
YUBFAF,C25 H22 N2 O3,1.0,4.109999999999999,52,P212121
WAXPIW01,C5 H6 N2 O1 S1,1.0,3.84,15,P21/c
VEWNIY,C20 H20 Cl3 F1 O2,1.0,7.06,46,P21
XAZMOB,C22 H16 N6,0.5,5.41,44,P2/n
DAGRAF,C7 H10 O2 S1,2.0,3.3000000000000003,20,P-1
QOCGEW,C16 H26 O1,1.0,5.4,43,P21
JAVMID,C17 H16 F2 O6 S1,1.0,3.09,42,P21/c
WOJNIS,"C20 H23 Cl1 N2 P1 1+,C1 F3 O3 S1 1-",1.0,3.43,47,P-1
WAHWUY,C21 H23 N1 O3,1.0,4.32,48,P212121
CENQIW,C23 H35 N1 O4,1.0,7.49,63,P212121
IHIWIH,C16 H21 N1 O4 S1,1.0,3.2099999999999995,43,P21
MTCDOL,C14 H22 O2,1.0,3.4,38,Pca21
UCOPOV,C20 H22 F4,1.0,4.760000000000001,46,Pbcn
POFTUD,C22 H15 F1 N2 O3,1.0,5.72,43,P-1
ONITAN06,C6 H6 N2 O2,2.0,6.93,16,P21/n
SEWNIV,C17 H16 N2 O5,1.0,5.3,40,P21/c
LIYMEO,C21 H22 Br2 O2 S1,1.0,5.28,48,P21/c
TUJVOL,C23 H14 F1 N3 O4,2.0,7.380000000000001,45,P-1
LIXQUF,C20 H21 N1 O2,2.0,3.88,44,P21/c
RANVAG,C16 H8 Br2 O2 S2,0.5,4.01,30,P21/n
DOLTED,"C8 H4 N3 O4 1-,H4 N1 1+",1.0,5.0,19,P21/c
BHMSIN01,C23 H26 Br2 O2,1.0,3.54,53,P212121
CPIBFC,C22 H16 O5,1.0,4.2,43,P21/c
JODMAQ,C16 H18 O2 Si1,1.0,6.0600000000000005,37,P-1
DUGKEV,C14 H14 O4,1.0,6.6000000000000005,32,C2/c
BUQHUU,"C26 H21 N2 O1 P1,C1 H4 O1",1.0,6.21,51,P-1
OCACUS,C27 H20 N1 O3 P1,1.0,3.92,52,P21/c
IZOPOC,"C10 H15 N3 O4 S1,H2 O1",1.0,3.52,33,P43
LANTIG,C15 H13 N1 O3,1.0,4.04,32,P212121
TMEAMI02,C3 D9 I2 N1,0.5,3.5,15,Pnma
TEHNEB,"C20 H11 Cl1 N2 O3,C3 H7 N1 O1",1.0,4.79,37,P21/c
AFOPAM,C20 H20 N4 O6,1.0,4.2,50,P21/n
LAFVIC,"C25 H30 N3 1+,B1 F4 1-",1.0,3.51,58,Pna21
JAFHAA,C19 H18 O4 S1,1.0,3.5300000000000002,42,P21
UTUNIJ,C16 H10 F3 N5,1.0,3.71,34,P-1
XOWBIY,C30 H24 O2,2.0,4.47,56,P21/c
MATECL03,"2(C1 H6 N1 1+),Cl6 Te1 2-",0.5,2.2399999999999998,8,P-31c
RAXSOB,C14 H13 F3 O3,1.0,3.88,33,P-1
KORXAS,C7 H7 N1 O5,1.0,3.53,20,P21/c
LEVDAU,C19 H19 N3 O9 S1,1.0,5.800000000000001,51,P21
FUSZOM,"C13 H21 N2 O2 1+,C7 H7 O3 S1 1-",1.0,3.65,38,P21/c
NIPVAM,C18 H21 N3 O4,1.0,7.04,46,C2
WOGBUT,"C7 H10 N1 O2 1+,C6 H1 Cl2 O4 1-,H2 O1",1.0,3.3099999999999996,20,P-1
TOBLUU,C18 H15 N3 O2,1.0,3.83,38,P21/c
VOCLEG,"C10 H10 As2 I6 N2,2(C3 H6 O1)",0.5,2.91,30,C2/c
YARTAP,C18 H14 F2 O2,1.0,5.92,36,P-1
BESWAB,C20 H19 F3 N2 O4 S1,2.0,5.74,49,P-1
RADYIE,C20 H12 F4 O1,1.0,5.34,37,P21/n
VAMSOT,"C20 H20 N1 O7 1-,C8 H12 N1 1+",1.0,3.68,48,P212121
XAFGUK,C17 H19 F1 N2 O3,1.0,4.92,42,P-1
EXULOY,C18 H15 N3 O4,1.0,3.97,40,P-1
BUZXOL,C12 H19 O2 P1,1.0,3.64,34,P212121
FEKZIG01,C19 H26 N2 O1,1.0,3.02,48,Pna21
RODVEP,C13 H10 N4 O4 S1,1.0,2.5700000000000003,32,P21/c
ABEMOK,C21 H27 N1 O4 S1,1.0,4.8,54,P21/c
FASDOS,C14 H10 O5,1.0,6.8,29,P21/a
IZUXEI,"C12 H8 S2 1+,C3 H9 B12 Cl11 N1 1-,O2 S1",1.0,2.62,36,P21/c
PEBYOO,"C18 H16 N1 1+,F6 P1 1-",2.0,5.17,35,P21/c
COVSAI,C14 H21 N1 O2 S1,1.0,2.73,39,Pna21
VUXHEB,"C13 H17 N2 O2 1+,Br1 1-",1.0,4.5,34,P21/c
DOKCIS,C12 H12 F1 N1 O2,1.0,3.1,28,P212121
FAHGEA,C17 H18 N2 O1,1.0,5.58,38,C2/c
WAMHAT,C18 H13 Cl9 O1,1.0,4.78,41,P21/c
LADDEB,"2(C5 H4 Br2 N2),C4 H4 O4",0.5,2.11,13,P21/c
LOLPAF,C20 H32 O1,2.0,4.14,53,I41
KALKAN,C15 H18 Cl3 N1 O4,1.0,2.18,41,P212121
LUYYIQ,C13 H9 N1 O4,1.0,3.9800000000000004,27,C2/c
XAJGAV,"C6 H14 N1 O3 1+,Cl1 1-",2.0,3.0700000000000003,24,P212121
XUSTIR,C28 H21 Cl1 N2 O3,1.0,5.76,55,P-1
TITNOC,C14 H15 N1 O2,1.0,4.0,32,C2/c
BOBGII,"C1 H4 N1 O3 S1 1-,K1 1+",1.0,3.6,10,P21/c
GAWMOH,C16 H14 I2 N2,0.5,2.61,34,Pbca
BATQAS,"C21 H23 N3 2+,C7 H3 N1 O4 2-,C6 H6 O2,C1 H4 O1,H2 O1",1.0,7.42,47,P-1
LITYIZ,C29 H25 B1 Br1 N1,1.0,4.1000000000000005,57,P-1
YAFTEJ,C25 H16 S1,1.0,5.74,42,Aea2
PUTWEI,"C10 H8 N2,C2 H6 N4 O4",1.0,5.36,20,C2/c
SUGHIN,"C19 H24 N1 O1 1+,I1 1-",1.0,4.8,45,P21/n
JODPAX,C20 H17 N1 O8,1.0,3.92,46,P212121
ELOHIZ,C15 H12 N4 O1,1.0,4.9399999999999995,32,P-1
QADYIG,C17 H15 Cl1 O3,1.0,4.78,36,C2/c
TUFSAO,C28 H28 N2 S2,1.0,3.31,60,Cc
VESSAO,"C3 H10 N3 1+,C10 H7 O3 S1 1-,H2 O1",1.0,5.59,21,Pbca
UPAPOR,C22 H35 O2 P1,1.0,5.28,60,P21
ZUSTUE,C34 H24 O2,1.0,4.61,60,P21212
CIWGAS,"C20 H26 N4 O2,C6 H10 O4",0.5,4.02,52,P-1
FIZLAD,C23 H20 N2 O3,1.0,4.29,48,P21/c
QERKII,C12 H11 N1 O3,1.0,5.9,27,P21/c
VIZYUA01,C30 H24 N4,0.5,4.63,58,Pbca
FILHAK,"C13 H14 N5 O1 1+,Cl1 1-,H2 O1",1.0,4.0200000000000005,33,P21/c
PUVWIQ,C22 H13 N1 S1,1.0,5.59,37,C2/c
LELWIL,C22 H17 N3 O1 S1,1.0,3.25,44,P21/n
REKHEX,C30 H24 N2,1.0,5.37,56,P21/n
HUDBAK,C13 H15 N1 O1 S2,1.0,4.1,32,P21
DAVBAG,C16 H19 N1 O4,1.0,3.65,40,Pna21
GUQDED,"C5 H19 B10 O1 1-,C16 H36 N1 1+",1.0,4.22,53,Pna21
DAGYIX,C21 H27 N3 O2,2.0,6.54,53,P21/c
