refcode,formula,z_prime,r_factor,n_atoms,spacegroup
GUGTOU01,C9 H9 N3 O5,1.0,3.7800000000000002,26,P212121
ENIGOY,C14 H10 N2 O1,2.0,5.83,27,P21
QIWWIG,C26 H20 O3,1.0,4.65,49,P21/c
GUQXIB,C16 H13 N1 O4,1.0,3.5999999999999996,34,C2/c
IDOQOI,C13 H8 Cl3 N3 O1,1.0,3.9,28,P21/c
SAYKUZ,C24 H18 I2,1.0,4.66,44,P21/n
LARSEC,C10 H28 Si3,1.0,4.6000000000000005,41,P21/c
GUTNOY,"2(C7 H5 N1 O5),C4 H8 O2",0.5,3.43,18,P21/c
IVIZAQ,C12 H15 N1 O2,1.0,3.44,30,P212121
VAPMEF,C10 H20 O6,1.0,4.79,36,Pbca
UWONIH02,C8 H10 N4 O2,1.0,3.7800000000000002,24,P21/c
EDARUZ,C16 H15 F2 N3 O1,1.0,5.92,37,P21/c
HODBIO,C18 H11 F3 O4,1.0,6.77,36,P-1
MEGJAJ,C12 H26 O3,1.0,4.53,41,P-1
CIHCUR03,C14 H11 N1 O2,0.5,2.83,28,Iba2
MENPAW,"C11 H12 N1 S1 1+,Cl1 O4 1-",1.0,4.19,25,P21/c
UJABUG,C27 H25 N1 O5,1.0,6.03,58,Pca21
NILREJ,C30 H22,1.0,4.17,52,P2/c
NENYAK04,"C14 H14 N4,C14 H10 O4",0.5,5.04,32,P21/n
HERSEG,C15 H14 O3,1.0,2.48,32,P212121
BIGMUC,"C14 H26 N2 O4 2+,2(Br1 1-)",1.0,2.26,46,P21
GABTAH,C24 H20 F1 N1 O1,1.0,4.93,47,P21/n
VOQXOP02,C14 H10 N2 O1 S1,1.0,3.5999999999999996,28,Pbca
EYAWEH,C14 H14 N4 S1,1.0,4.0,33,P21/c
GACFAR,C19 H14 O2,1.0,4.4,35,P-1
EYIZER01,C25 H24 O8,1.0,4.15,57,P21
YAVZUS,C14 H15 F1 O3 S1,1.0,5.09,34,P-1
ANUQIK,C22 H15 Br1 O1,1.0,3.44,39,P21/n
NALGUC,"C9 H19 N4 1+,I7 1-",1.0,4.2700000000000005,32,P-1
HEGWEV,"2(C5 H7 N2 1+),2(C18 H13 O8 1-),C18 H14 O8,2(H2 O1)",0.5,5.8,40,C2
PUKDEH,C4 H2 Cl2 N4 O2,2.0,4.18,14,P21/c
LUQCOT,"C24 H18 Br1 N3 O2,0.5(C1 H2 Cl2)",2.0,3.88,48,P212121
OGENUJ,"C26 H21 N1 O1,0.5(C8 H10)",1.0,6.28,49,P-1
HUFRAC,C10 H19 N1 O2,2.0,4.2,32,P212121
JILCUG,C15 H18 N2 O3,0.5,4.29,38,P21/m
DIFPAK,"C20 H14 N2,C12 H8 O4",1.0,5.3,36,C2/c
FOMZIR,"C21 H18 N6 S3,H2 O1",1.0,3.25,48,P-1
AJORID,C21 H12 Cl2 O1 S2,1.0,3.6900000000000004,38,P-1
GAGJEI,C16 H10 F1 N1 O1,2.0,5.13,29,P-1
LOWTOI,C17 H19 N1 O1,1.0,3.49,38,P21
UDANOD,C25 H21 Cl1 N4 O6,1.0,4.78,57,P-1
ADELOX10,"C22 H30 N1 O5 1+,C2 H1 O4 1-",1.0,4.28,58,C2/c
INACIL,C26 H29 O2 P1,1.0,4.29,58,P-1
SACSIY,C11 H14 O3,1.0,5.0,28,P21/c
ENIRAX,C26 H23 Cl1 N2 O3,2.0,2.76,55,I2
ISAFIT01,C10 H10 Br1 N1 O2 Se1,1.0,3.9,25,P21/n
AMBNAC14,C7 H7 N1 O2,1.0,3.39,17,Pn
IMIHOD,C10 H6 Cl1 N1 O1 S2,1.0,5.91,21,P-1
LAGKUD02,C13 H6 F5 N1,2.0,4.82,25,P1
TIYQOL,C17 H14 O3,0.5,2.94,34,C2/c
QUGTOB,C15 H26 N1 O2 P1 S2 Te1,1.0,3.5100000000000002,48,P-1
VIDSAF,C11 H9 N1 O3,1.0,3.95,24,C2/c
KAZHUR,C17 H26 N2 O4 Se1,1.0,4.02,50,P-1
BEKCUP,C14 H10 N4 O2 S1,1.0,6.7,31,P21/n
PUJDIL,C22 H26 N4,1.0,5.800000000000001,52,P21/n
LEZQEQ,C23 H20 N2 O3 S1,1.0,4.279999999999999,49,P-1
FACLOP,C11 H12 F3 N1 O1,1.0,3.6999999999999997,28,Cc
PHACRD,C19 H13 N1 O1,1.0,3.7,34,P-1
FOGWED,C14 H13 N7 O2,1.0,6.3,36,P21/c
IRESUV,"C8 H5 N1 O6,2(C7 H8 N2 O1)",1.0,5.2,20,P-1
EHIJUD,C16 H23 Cl1 N2 O3,1.0,3.8699999999999997,45,P21
DUWFUX,C15 H17 N1 O4,1.0,3.79,37,P21/c
XICRAF01,C29 H15 F6 P1,1.0,6.16,51,P21/n
IDEXIY,C12 H6 F6 Te1,0.5,1.74,25,I41/acd
YUBWAV01,C13 H13 N1 O1,1.0,6.660000000000001,28,P21/n
RICKEV,C20 H15 N1 O3,1.0,4.58,39,P21/c
QOYRUR,C16 H15 N1 O1,2.0,4.75,33,P212121
QEVSUG,"C9 H11 N1 O2,0.5(H2 O1)",2.0,4.65,23,C2/c
EWEDIU,C23 H33 N3 O3 S1,2.0,6.73,63,P-1
CMACPE,C19 H22 Cl1 N3 O2,1.0,5.5,47,A2/a
QAVVOA,C29 H29 N3 O2,1.0,5.55,63,P21
HUXTIF,"C25 H21 N2 1+,F6 P1 1-",0.5,5.48,48,P4322
JOFKUO,C19 H17 Cl1 O2,1.0,5.42,39,P21
ZIVLOH,C20 H26 O8,1.0,3.82,54,P212121
UNUXOS,C9 H7 N5 O3,1.0,6.959999999999999,24,P21/n
AJULAS,C20 H16 N2,0.5,3.65,38,P43212
PERROT,C6 H14 F3 N1 Si1,1.0,3.7,25,P21/n
PIDKOE,"C16 H14 N3 O3 1+,C2 F3 O2 1-",1.0,5.609999999999999,36,P21/n
FEYHIE,"C6 H11 N2 1+,C3 F6 N1 O4 S2 1-",2.0,3.56,19,P-1
SAGGAL,C19 H16 Br1 N1 O1,1.0,3.29,38,P21/c
GEYTUC,"C20 H22 N1 O2 1+,2(H2 O1),Br1 1-",1.0,3.45,45,P21/c
APEJEM,C14 H15 N3 O2,1.0,4.91,34,P21/n
MIXQIT,C13 H10 N2 O1 S1,1.0,5.6000000000000005,27,Pbca
PICCOX,C18 H12 B1 I1 S1,1.0,2.64,33,P21/n
YELXUJ,C14 H12 N2,1.0,3.63,28,P212121
DXYLEN19,C16 H16,0.25,3.95,32,P-4n2
QAKHAO,C23 H17 N1 O2 S1,1.0,6.2700000000000005,44,P212121
LETJAZ,"C14 H17 I1 N1 O4 1+,C7 H7 O3 S1 1-",1.0,5.7700000000000005,37,P-1
DUDZAG02,C23 H21 N1 O3,2.0,3.93,48,P21
JORHIK,"C6 H12 O5 Xe1,C3 H6 O4 Xe1,3(C3 H6 O1)",1.0,3.42,24,Pbca
VITBEG,C2 H4 N6 O2,2.0,2.97,14,P212121
HIDSAQ,"C24 H26 O2,C6 H4 Cl2",2.0,7.12,52,P-1
NECWEB,C14 H16 B10 F4,1.0,3.95,44,Pna21
ACAXIP,C32 H21 N3 O1 S1,1.0,4.49,58,P21/n
LUMTOC,C13 H9 N5 O4 S1,1.0,4.5600000000000005,32,P21/n
IWAFOF,C26 H27 N1 O3 S1 Si1,2.0,3.58,59,P21
PUYFAR,C35 H23 B1 N2 O2,1.0,5.3100000000000005,63,P21/n
JUXNUO,C14 H7 Br1 N2 S1,1.0,3.17,25,P21/n
BEBREH,C10 H17 N5 S1,1.0,3.13,33,Pccn
MIZCUV,C16 H12 N2,0.5,4.9799999999999995,30,P21/c
XOHDEF,C8 H9 N3 O1,1.0,2.76,21,P21/c
NESSEM,C19 H25 Cl1 N2 O4,1.0,5.779999999999999,51,P-1
NUWLUP,C25 H27 N1 O2,2.0,3.4799999999999995,55,P21
AJEFAZ,C19 H17 N1 O1,1.0,2.63,38,P21
BITYEL,C13 H12 Cl1 N3 O1,2.0,4.93,30,P-1
PAWMUX,"C19 H16 N2 O3 S1,C2 H6 O1",1.0,5.43,41,P21/n
KUBXUB,"C8 H17 B10 N1 O1,0.5(C4 H8 O2)",1.0,4.8,37,P21/c
TAQSAI,C9 H4 I2 N2 O2,1.0,2.01,19,P-1
WATDUR01,"C6 H5 N7,H2 O1",1.0,4.79,18,P-1
ZIPXOP,C14 H9 B1 Cl1 F2 N1 O1,1.0,3.9899999999999998,29,P21/c
YUJJEU,"C10 H18 N1 1+,C1 F3 O3 S1 1-",1.0,5.3,29,P21/c
LUMSIY,C18 H12 Br1 F3 N2 O2,1.0,4.63,38,P21/n
ZOMWED,"C24 H20 P1 1+,2(C2 I2),Br1 1-",0.25,3.9,45,P-421m
NIWXAW,"C7 H8 N1 O2 1+,Br3 1-,0.5(Br2)",1.0,4.73,18,P-1
DUMRIQ,C18 H18 O4,1.0,6.329999999999999,40,P-1
LEXWOD,C19 H20 O3,1.0,3.06,42,I4
RACJUE,"2(C17 H20 N4 S1),C8 H10,C6 H6 O2,4(H2 O1)",0.5,3.29,42,C2/c
QIMPUB,C16 H16 O2,1.0,4.63,34,Pbca
QURBEN,C24 H18 Cl1 N1 O1,1.0,7.06,45,P21/c
KULWOE,C14 H11 F1 N2 O2,1.0,3.86,30,Pna21
XIPLOY,C20 H17 N1,2.0,6.5,38,P-1
ZIFLAE,C25 H28 O1,1.0,2.8899999999999997,54,P212121
ROWWEI,C13 H11 N3 O3,1.0,3.7699999999999996,30,Pna21
ETACIP,C24 H16 F1 N1 O2 S2,1.0,6.1899999999999995,46,P21/c
VIRFOV,C20 H18 N1 O4 P1,1.0,3.26,44,P21/n
YUFMAN,"C4 H12 N1 O3 1+,C5 H8 N1 O2 S2 1-",1.0,4.2,20,P21/c
HUJQOU,C15 H14 O2 Te1,1.0,5.24,32,Pbca
BOMFOA,C12 H15 N1 O3,2.0,4.68,31,Pn
ZIVBAL,C16 H15 I1 O6 S1,1.0,2.08,39,P21212
HUCCAJ,C10 H16 Cl2 N4 S2 Te1,2.0,4.0600000000000005,35,P21/c
AJOHUF,"C15 H16 N2 O2,0.5(C6 F4 I2)",1.0,3.45,35,P21/n
HAVVIL,C20 H18 N2 O4 S1,1.0,3.04,45,P212121
ZEWKOF,C30 H14 Cl8 N1,1.0,6.419999999999999,53,P21/c
WUMPED,C21 H34 B1 Br1 N2 Si1,1.0,6.329999999999999,60,P21/c
CESZIK,C31 H27 N1 O1,2.0,5.38,60,P1
MUTXAE,C14 H11 N3 O3,1.0,5.93,31,P21/n
KOJFAT,"2(C6 H9 N2 1+),C8 H4 O4 2-,2(H2 O1)",0.5,4.73,17,P21/n
RENSEK,C16 H20 N2 O3,1.0,3.29,41,P21/n
UXUDID,C26 H32 N2 O2,1.0,5.220000000000001,62,P212121
IDUKOI01,C18 H17 Cl1 O4,1.0,4.35,40,P42/n
ICANAB,C8 H8 Br1 N1 O1,1.0,2.4,19,Pna21
XABSEZ,C23 H19 N2 O6 P1,1.0,3.54,51,P21/n
MIWXUP,"C19 H20 N2 O1,C1 H4 O1",1.0,4.66,42,P21/c
PEVXET,C6 H4 N2 O1,2.0,4.3,13,P21/c
DEMZUU,C15 H10 Br1 N3,1.0,4.22,29,P21/n
QOSHAK,C19 H19 N3 O3,1.0,4.31,44,C2
XOYHOK,C27 H26 Br1 N1 O5,2.0,6.4799999999999995,60,P21/c
LACFON,"C5 H8 N4 O1,H2 O1",1.0,3.9899999999999998,18,P21/n
ZECYAH,"3(C12 H17 N3 O7 S1),4(H2 O1)",1.0,7.07,40,P212121
QOFZIW,C17 H15 N1,1.0,4.52,33,P21/c
JACFIH,"C19 H40 N1 O2 1+,Cl1 1-",1.0,6.52,62,C2
UJEXAK,C20 H25 N1 O3 S1,1.0,4.3999999999999995,50,P-1
ICOGIQ,C12 H18 O2 S1,2.0,6.8,33,P-1
LUNZEZ,"C4 H4 N2,2(C7 H14 O2)",0.5,4.36,23,P-1
COBGAE,C18 H21 Br1 O4,1.0,2.39,44,P21/n
UWOZUE,"C11 H26 N2 2+,H2 O1,2(Cl1 1-)",1.0,2.6,39,P21
QEKJAU,C28 H21 Br1 N4 S1,2.0,7.140000000000001,55,P21
BIXMUS,"C6 H6 N1 O2 1+,C4 H1 O4 1-,H2 O1",1.0,4.21,15,P-1
MIXYOI03,C10 H10 N4 S1,2.0,3.62,25,P-1
HUFZAJ,C13 H19 N1 O2,1.0,7.1000000000000005,35,P21/a
KURPAS,C24 H21 N3 O3,1.0,5.07,51,P21/n
PONGIK,C32 H24 N2 O2,1.0,6.59,60,P21/c
MASJEY,C12 H10 Br2 N2 S2,1.0,5.48,28,P21/c
GIFWOJ,C11 H8 Br1 N3 O1,1.0,2.37,24,P-1
NILZER,C22 H21 N1 O4,1.0,4.21,48,P21/c
WUPDUI,C12 H15 F1 N6 O4,1.0,4.5,38,P43
BABZOU,C26 H30 N1 O1,1.0,4.7,58,Pbca
IPEPAX,C18 H15 N1 O3,1.0,6.61,37,Pbca
KEKDIQ,C26 H21 N1 O2,1.0,6.569999999999999,50,P-1
QIQXIX,C11 H24 N2 O1,1.0,4.5,38,P21/c
YIZDAM,C11 H14 N4 O8,1.0,6.83,37,P-1
BAPYUO,C29 H24 O3,1.0,4.59,56,P21/c
KEZSIT,C17 H30 O4,1.0,6.4399999999999995,51,Pbca
MUWMOK,C16 H8 Br4,1.0,2.44,28,P-1
EWIRIP,"C26 H32 N1 Si1 1+,0.5(C2 H3 N1),Cl1 1-",2.0,3.88,60,P21/n
YIZTIK,C13 H9 N3,1.0,3.8000000000000003,25,P21/c
VAWFUX,C11 H8 N2,1.0,4.2,21,Ia
OXALDH42,"C2 H2 O4,2(H2 O1)",0.5,2.53,8,P21/c
KIPLIG,C24 H29 N5 O3,1.0,5.800000000000001,61,P212121
XIZBIV,"C19 H24 N1 O1 1+,C8 H7 O3 1-",1.0,4.55,45,P21
DOKXAF,"C12 H16 S5 2+,2(C1 F3 O3 S1 1-)",1.0,3.17,33,P-1
LUVSEE,C24 H22 O3,1.0,7.46,49,P21/n
XEDMOM,C21 H16 O4,1.0,2.34,41,P212121
ACOKEI,C7 Br1 F4 N1,1.0,4.47,13,Pna21
YAKROS,C23 H19 N3 O2 S1,1.0,3.92,48,Pca21
BEWPUP,C20 H24 O4,1.0,3.72,48,P212121
XECBOZ01,C17 H13 N1,1.0,3.84,31,P21/c
WEFQOO,C23 H27 N1 O3,1.0,3.7800000000000002,54,P43212
XUTQIN,C18 H22 N2 O2,1.0,4.94,44,P-1
TEVXEX,C21 H24 O4,1.0,3.94,49,P21/c
LUMXOG,C8 H8 N4 O1,2.0,4.63,21,P21/c
TUSPUS,C10 H10 Br2 O2,1.0,5.95,24,I41/a
UPIJOV,C24 H19 N1 O3,1.0,4.44,47,Pbca
MAZPAG,C30 H22 O7 P2,1.0,3.91,61,P21/n
HITCAP,"C34 H24 N2,C1 H2 Cl2",1.0,6.0200000000000005,60,Fdd2
XAJJUQ,"C6 H6 N12 O12,2(C7 H6 N2 O4)",1.0,6.08,36,P-1
LEJROH,"C6 H4 N2 O4,C5 H5 N1 O1",1.0,4.5,16,P212121
SEZCAC,C19 H22 N2 O5,2.0,3.58,48,P41
POTYUU,"C14 H10 N3 O1 1-,H1 F1,C16 H36 N1 1+",1.0,6.419999999999999,53,P21/c
AHUQOK,C27 H27 N1 O2 S1,1.0,6.22,58,Pc21b
CUGNUQ,C12 H13 Cl1 N2 O3,1.0,2.27,31,P21
DAJJUV,C26 H20 Br2 O3,2.0,3.16,51,P21
NOQGOT,C15 H14 N2 O1,2.0,7.04,32,P21
JAGRIV01,C17 H14 N4 O3,1.0,4.22,38,P21/c
KAHRUK,C15 H11 Cl2 N1 S2,1.0,5.680000000000001,31,P-1
QODBIW,C23 H30 Cl2 N2 O2,1.0,3.66,59,P21/c
QAVXER,"C26 H23 Br1 N4 O10,C1 H2 Cl2",1.0,3.79,64,P212121
UBUYIC,"C1 H3 N1 O2,C4 H2 N8 O5",1.0,2.78,19,P212121
WOQCAI,C14 H14 Br1 N1 O4,2.0,3.53,34,P21
DORMED,C20 H24 N2 O9,1.0,3.3200000000000003,55,P21/c
PCOZHP10,C11 H9 Cl2 N1 O1,1.0,4.4,24,P21/n
IFAWOC,C24 H27 N1 O5,1.0,4.5600000000000005,57,P212121
SETTIU,C4 N3 S2,2.0,4.2,9,P21/n
LEFRAR,C15 H12 N2 O1,1.0,4.0,30,P212121
VOQKUI,C8 H6 N4,1.0,4.13,18,P21/c
DEWHES,C8 H13 N1 O3,1.0,3.2,25,P21
JIZRUH,C15 H14 Cl1 N1 O2,1.0,3.9600000000000004,33,P21/n
YANDEX01,C13 H14 O5,1.0,3.63,32,P21
KABJUU,C18 H14 O3,1.0,3.63,35,P21/c
XUNWOS,"C11 H13 N4 O1 1+,Cl1 O4 1-",1.0,5.94,29,C2/c
HOSSIU,C17 H17 N3 O5 S1,1.0,5.220000000000001,43,P21/n
TIMCIE,C29 H29 N3 O3,1.0,5.91,64,P212121
GESTEH,C19 H14 F3 N1,1.0,4.74,37,C2/c
HOWQIW,C20 H12 S3,1.0,4.279999999999999,35,P21/c
URAZOG,C13 H26 O3 Si1,1.0,6.17,43,P212121
UPIFEG,C12 H20 O5,1.0,2.91,37,Pbcn
UJEVAG,C21 H22 N2 O4,1.0,4.99,49,P-1
FUPDED,C22 H27 N3 O2,1.0,3.81,54,P212121
FIYVUE01,C10 H6 O4,0.5,3.7,20,Fdd2
IRAQAW,C21 H22 N2,1.0,2.54,45,P212121
OPUFEM,C12 H12 N2 O1,1.0,5.19,27,P21/n
KEHYOP,C11 H18 O3,1.0,3.7600000000000002,32,P212121
QAZZUQ,C25 H21 N3,1.0,5.0200000000000005,49,P21/c
ZOJSOJ,C21 H13 Cl1 F1 N1 O1,1.0,5.489999999999999,38,P21/c
TOMZIG,C20 H12 Cl4 O2,0.5,4.65,38,C2/c
JUSTEW,C12 H15 N1 O4 S1,1.0,3.2,33,P21
UBABIM,C16 H22 N2 O3,1.0,4.109999999999999,43,P21
WUWTOX05,"2(Rb1 1+),C2 O4 2-",0.25,5.86,6,Pbam
AKENAG,"C9 H11 N3 O2,C3 H7 N1 O1",1.0,4.15,25,P21/c
SABGIN,C7 H9 Cl1 N4,1.0,4.23,21,C2/c
KUWQIG,C21 H19 N1 O3,1.0,3.3000000000000003,44,Pbca
YAZKET,C8 H6 O3,1.0,4.67,17,P21/n
REVCIH,C30 H18 F2 O2,1.0,3.9899999999999998,52,P21/n
ZZZAWV10,C20 H12 N2 O2,1.0,3.7,36,P1121/n
UBAHIR,C9 H8 Br1 N1,0.5,4.43,19,P21/m
SIWQEX,"C11 H12 N5 S2 1+,2(H2 O1),Cl1 1-",1.0,4.26,30,Pna21
RIFBEO,C26 H29 N1 O3 S1,1.0,6.04,60,C2/c
GOMREI,C24 H33 N3 O2,1.0,5.65,62,P-1
KUQMES,C22 H16,1.0,3.05,38,P21/c
SAXMOX,"C23 H22 N3 1+,C2 H6 O1,Cl1 1-",1.0,5.2,48,Pna21
NAMPEY,C17 H20 N4 O3,1.0,3.48,44,P21/c
EXUXIH,C19 H17 F6 N1 O2 S1,1.0,4.34,46,P21
TOZSEJ,C27 H34 N2 O1,2.0,4.52,64,P-1
AMIXOJ,C22 H14 Br2,1.0,5.18,38,P-1
DCMOPZ,C5 H4 Cl2 N2 O1,1.0,5.7,14,P21/c
NEYFOQ,C20 H17 Cl1 N2 O2 Se1,1.0,6.959999999999999,43,P-1
RIVGUZ,C19 H18 O6,1.0,3.7600000000000002,43,Pna21
TICBUD03,C26 H20 N2,0.5,3.7199999999999998,48,C2/c
PIPMDC11,"C14 H17 N5 O3,3(H2 O1)",1.0,5.3,39,P-1
VURPEH,C19 H24 N4 O5,1.0,2.41,52,P21
OVUJOF,C17 H19 N1 O6,1.0,4.78,43,P212121
OHUJOQ01,C18 H16 N4 O6,0.5,4.64,44,Pnc2
PEVSEQ,C16 H14 S2,2.0,5.13,32,P21/c
QAQSEK,C22 H20 F1 N5 O6 S2,1.0,2.4899999999999998,56,P21212
APURAG,"C7 H5 N1 O4,C7 H4 N1 O4 1-,C6 H8 N1 1+",1.0,4.52,17,P21
MOYHOZ,"C10 H11 N4 O2 1+,I1 1-",1.0,2.92,27,P21/c
FAFSUB,C15 H15 N1 O3,2.0,3.8000000000000003,34,Pbca
VADWOQ,C21 H20 N1 O4 P1,2.0,3.18,47,P-1
PAKPIC,C26 H27 N1 O1,1.0,4.13,55,P-1
LIXDAY21,C10 H10 N4 O2,2.0,3.2199999999999998,26,P21/c
PIBWAZ,C26 H21 N1,1.0,3.99,48,P21/n
ALODAK,C25 H19 Br1 N1 P1,1.0,5.08,47,P21/n
GUSHAD19,"C10 H11 N3 O3 S1,0.5(H2 O1)",2.0,6.87,28,P21
UHAMEW,C25 H33 N3 O1,1.0,4.94,62,C2/c
SOZFEV,C4 H3 Cl1 N2 O2,1.0,5.510000000000001,12,P21/c
MEBGAF,C30 H26 N2 O3,1.0,4.859999999999999,61,P212121
FABVOX,C1 H12 B2 N2,0.5,4.79,17,P21/m
FEZLAY,C17 H21 N1 O3,1.0,3.64,42,Cc
CETCEK,C19 H18 O3,1.0,4.38,40,P-1
XUXNEJ,C17 H19 N5,1.0,3.5700000000000003,41,Pna21
PABKOU,C10 H20 B10 O1,1.0,4.53,41,P-1
GIVGUR,C26 H27 N3 O4 S1,1.0,4.19,61,Pbca
FUSNOZ,C26 H17 N1 O1,2.0,6.11,45,P21/n
HIBCIF,C22 H30 B1 N2 O4 P1,1.0,5.18,60,P212121
BEYJIC,"C13 H11 N2 Se1 1+,Cl1 O4 1-",1.0,1.6500000000000001,27,P21/n
JIZGOQ,C13 H19 N1 O3 S1,1.0,5.89,37,Pbca
JEVXOY,C28 H23 N1 O2 S1,1.0,5.1000000000000005,55,P-1
VOWHOE,"2(C5 H8 N1 O4 1-),C4 H14 N2 2+",1.0,5.1000000000000005,20,P21
VOSSUR,C30 H20 O2,1.0,6.4,52,P-1
IMUJEG,C22 H15 N1 O3,1.0,6.140000000000001,41,C2/c
BIDGOK,C17 H31 Br1 Mg1 N2,1.0,7.4,52,P212121
UHOMUA,C16 H25 B10 N1,2.0,6.8,52,Pbca
ZUXDUT,C23 H19 N1 O2,1.0,4.75,45,P21/n
DACLIF,C22 H18 O8,1.0,4.03,48,P-1
DEGDUP,C28 H22 N4 O2,1.0,3.47,56,P-1
IRAWEG05,C13 H13 N1,1.0,3.88,27,Pccn
XOJGIM,C15 H14 O4 S1,1.0,4.22,34,Pbca
MODDOC,C35 H22 N2,1.0,3.16,59,Fdd2
QIKHUN,"C6 H14 N1 1+,C12 H10 O4 P1 1-",1.0,5.43,27,Pca21
DOFNAN01,"C10 H12 S4 1+,C10 H12 S4,I1 O4 1-",0.5,3.91,26,C2/c
REVJOU,C14 H11 N1 O2 S1,1.0,3.2099999999999995,29,P21/c
JOMBAS,C15 H18 F2 O2,1.0,3.45,37,P212121
SASHAZ,C14 H13 F1 O4,1.0,4.87,32,P21/n
GEZBEW,C21 H32 O4,2.0,3.17,57,P212121
TICHAO,C14 H20 O2,1.0,5.15,36,P21/n
SEPQEL,"C30 H23 N1 O3,C1 H2 Cl2",1.0,5.27,57,P212121
NEPDOE,C6 H14 B2 I6 S2,0.5,5.76,30,P21/n
IPEYAG,C27 H24 Si1,1.0,3.9699999999999998,52,P212121
VUTBUI,C28 H30 O6,1.0,4.09,64,P21
GAMKEN,C11 H14 N2 O2 S2,1.0,5.4399999999999995,31,P21/c
PAGLOY,C22 H24 O1,1.0,4.4,47,P212121
XALRUA,C17 H22 O4,2.0,6.1899999999999995,43,P-1
BNPHTA07,C20 H14,0.5,5.13,34,P41212
XAYDIM,"C30 H20 O2 S1,C1 H2 Cl2",1.0,4.04,53,P21
BEPTIZ,C20 H18 O4,0.5,6.0,42,C2/c
GOVZEW03,C7 H5 N3 O2,1.0,3.0700000000000003,17,P-1
HARYAC,C22 H18 Cl1 N1 O4,1.0,3.95,46,P-1
HIQNAW,"C18 H19 N5 O6,H2 O1",1.0,3.56,48,P21
LAXTEK,"C5 H9 N4 O2 S1 1+,Cl1 1-",1.0,3.2800000000000002,21,P21/n
BEQPUM,C23 H21 N1,1.0,6.859999999999999,45,P21/n
UCAYIG,C22 H20 Cl2,1.0,4.6000000000000005,44,P-1
CORZIT,C10 H8 N2 O1 S1,1.0,3.2800000000000002,22,P-1
CEWRUR10,C15 H18 O3,2.0,4.5,36,P212121
UZITEE,"C8 H11 Cl1 N1 1+,C12 H10 N3 O3 S1 1-",1.0,7.24,29,P21
IGIYUU,"C6 H18 Mg1 O21 P6 4-,C3 H10 N1 1+,3(C2 H8 N1 1+),3(H2 O1)",0.3333333333333333,5.66,52,R-3c
ERAPOG,C15 H10 Br1 N1 O1,1.0,3.6700000000000004,28,Fdd2
IRUJOY,C14 H17 N1 O3,1.0,3.39,35,P212121
FAHZUJ,C23 H19 N3 O4,1.0,3.7,49,Pbca
HIWNIN,C15 H13 N1 O6,1.0,3.84,35,P21/c
XOMFOX,C21 H14 N2 O3 Se1,1.0,2.1,41,Pn
JADNIQ,C15 H29 B10 N1,1.0,5.63,55,P21/c
YIVRIE,C17 H16 O2,1.0,6.6000000000000005,35,P21/c
OXALDH37,"C2 H2 O4,2(H2 O1)",0.5,1.9900000000000002,8,P21/c
GAPBOR,C26 H27 N1 O4,1.0,6.660000000000001,58,P21/c
ENODER,"C13 H14 N4 O3,0.5(H2 O1)",2.0,3.86,34,C2
ULAJIA,"C23 H30 O5,H2 O1",1.0,7.43,58,P212121
CESZOQ,"C30 H28 N2 O3,C1 H2 Cl2",1.0,3.09,63,P21
JOQZEW,C15 H27 N1 O3 S1,2.0,5.8500000000000005,47,P212121
ROMQIW,"C17 H13 N3 O2,H2 O1",1.0,4.79,35,P21/n
SAFJUI,C22 H28 B1 N1 O5,1.0,3.94,57,P212121
EVIVAH,C20 H20 O5,1.0,5.66,45,P21/n
JAVDIW,"C6 H16 N1 1+,C7 H4 Br1 O3 1-",1.0,3.84,23,P21/c
IPOJOO,C22 H21 N3,2.0,4.65,46,Pca21
JEDEUS,C16 H12 O2 S1,1.0,5.5600000000000005,31,P21/a
YITJEU,"C3 N10 O4 2-,2(H2 O1),2(K1 1+)",1.0,6.58,17,P21/c
ETEFUF,"C14 H18 N4 O4 S2,C5 H5 N1",1.0,5.3,42,P-1
POHROW,"C28 H24 Cl1 N3 O2 S1,C3 H7 N1 O1",1.0,5.36,59,Cc
JUPBAX,C15 H12 Br1 N1,1.0,4.53,29,Pna21
CUZYOM,C21 H21 Br2 N1,2.0,3.7800000000000002,45,P212121
XICPEE,C21 H20 Cl2,1.0,4.3,43,P21/c
TABSUP,C19 H18 N2 O3,2.0,5.47,42,P21/n
FEDVOZ,C22 H26 O5 S1,1.0,3.79,54,P-1
XITREB01,C12 H15 N1 O2,2.0,5.25,30,P21/c
USUVIR,C27 H21 N3,2.0,5.2,51,P21/n
MIGRUT,C18 H25 N1 O3 S1,1.0,6.41,48,P21/n
ANTCEN15,C14 D10,0.5,3.4,24,P21/a
VEPDOK,"C9 H18 N3 O4 S1 1+,Cl1 1-,H2 O1",1.0,7.29,35,P212121
CYHXUR08,C13 H24 N2 O1,0.5,4.31,40,P2/c
HUDQAZ,C10 H12 N2 O1,1.0,3.99,25,P21/n
XUMCIV,C7 H6 Br1 F1 N2 O2 S1,1.0,4.08,20,P-1
QAPTEJ,C18 H15 N3 O7 S1,1.0,6.32,44,P21/n
YIYJOH,C11 H17 N1 O6,1.0,4.36,35,P21
QUXDIA,C32 H26 Br1 N1 O3 S1,2.0,7.19,64,P21
NOTJEP,"C20 H24 F4 N2 2+,2(Cl1 1-)",0.5,2.56,50,Pbcn
