refcode,formula,z_prime,r_factor,n_atoms,spacegroup
TUDFIH01,C20 H21 N1 O1,1.0,5.19,43,P21/n
SIKVOB,"C21 H14 N1 1+,B1 F4 1-,0.5(H2 O1)",1.0,6.47,36,Pbcn
NEXGEC,C10 H6 O4,0.5,3.95,20,P21/c
TINREQ,"C7 H7 N3 S2 1+,C1 F3 O3 S1 1-",1.0,3.51,19,P21/c
KADJAD,C22 H25 N1 O3,1.0,5.24,51,P212121
VEQJEI,C11 H19 N3 O3 Si1,2.0,4.15,37,P21
CEZSIJ,C8 H18 O2,1.0,6.3,28,P21/n
ANOXEK,"C8 H23 B1 N3 O1 1+,I1 1-",1.0,1.35,36,P21/n
FOJRAY,"C29 H27 N1 O3,0.5(C1 H2 Cl2)",1.0,7.11,60,C2
KIPMAZ,"C9 H14 N5 O1 1+,C12 H2 F2 N4 1-,C1 H4 O1",1.0,7.04,29,P-1
NISXOF,"C26 H27 N1 O3 Si1,C1 H4 O1",1.0,5.82,58,P-1
IXIVAP,"C15 H14 N3 O2 S1 1+,C7 H7 O3 S1 1-",1.0,1.83,35,P21/c
DESJOA,C21 H14 N4 O8,1.0,4.65,47,P21/n
MEXBUP,C14 H18 B1 F2 N5,2.0,6.18,40,P21/n
HICCUS,"C22 H20 Cl2 N4 O2 2+,2(C1 N1 S1 1-)",0.5,4.4,50,P-1
THIOUR03,C1 H4 N2 S1,1.0,1.7,8,P21ma
EPIVOR,C21 H17 N3 O3,2.0,5.76,44,P21/n
XIGQAG,C25 H24 N4 O4,1.0,6.22,57,P-1
YUYRUF,C13 H17 Br1 O5 S1,1.0,4.0,37,P21
GIGNAN,"C9 H15 N3 O5,2(H2 O1)",1.0,2.81,32,P1
OJAWEE,C10 H12 O2,1.0,3.7900000000000005,24,P212121
HADFIB,C13 H18 O2,1.0,5.3100000000000005,33,P-1
OKUCAY,C19 H17 N1 O2,1.0,3.3000000000000003,39,P21
BOQWEJ01,C8 H5 Br1 O3,1.0,2.97,17,P21/n
GOVKAF,C10 H15 N1 O1,1.0,4.109999999999999,27,P212121
YIMQAN,C22 H18 O2,1.0,4.23,42,P21/c
EZOHEK,C26 H23 Cl1 F1 N5 O1 S1,1.0,3.5700000000000003,58,P-1
WAQREP,C20 H19 N1 O3,1.0,4.49,43,P21/c
TZBZTZ,C7 H4 N4 S1,1.0,3.1,16,P21/n
WITBEK,C21 H20 F3 N1 O5,2.0,6.54,50,P212121
UXIPEZ,C17 H20 F17 N2 P1,1.0,3.1399999999999997,57,Pbca
CIXZOZ,C12 H17 N3 O6,1.0,2.91,38,P212121
XABMAS,C22 H32 O1,1.0,4.2700000000000005,55,P212121
WIZTOO,C16 H20 O4 S1,1.0,5.8,41,P21/c
EVOCOI,C21 H20 N4 O2,1.0,5.0600000000000005,47,P21/c
WIXZAI,C8 H8 N8,1.0,2.68,24,Cc
LIFGUF,C12 H19 O2 P1,1.0,2.8899999999999997,34,P21/c
OXISTA,C18 H34 O3,1.0,6.5,55,P-1
NICSIE,"C13 H12 N3 1+,B1 F4 1-",1.0,4.26,28,Pna21
BENTIZ,C10 H9 Cl1 O2,1.0,2.75,22,P212121
ZOVNOP,C24 H12 F2,1.0,3.56,38,P21/n
ITAHIY,C19 H17 N1 O3,1.0,4.22,40,C2/c
SALHAQ,C20 H22 B1 F2 N3,1.0,5.39,48,Pbca
FUWGOX,"C16 H15 N3,0.5(H2 O1)",1.0,3.9699999999999998,34,C2/c
RAQXOZ,C16 H19 N1 O3 S1,2.0,3.36,40,P21
ADFGLP,C6 H8 F2 O3,2.0,3.3000000000000003,19,P21
GEBVUI,C18 H10 Br2 N4,1.0,3.05,34,Pbca
GOMNAY,C5 H4 Br1 N1 O3,1.0,6.8,14,Pna21
GIQFIX,C26 H19 F6 N2 O1 P1,2.0,6.890000000000001,55,Pca21
VODZOD,C28 H18,1.0,4.7,46,P21/n
OHEJIX,C24 H17 Br1 N1 O1 P1,2.0,5.94,45,P21/c
YUPYIU,"C12 H11 N2 O3 S1 1-,C11 H15 N2 1+",1.0,4.02,29,P21/c
RODLOM,C5 H6 N4 O4,1.0,3.8000000000000003,19,P21/c
TIXCIQ,C22 H16 F2,0.5,4.32,40,P21/c
LEVWOY,C14 H20 O3,1.0,5.0,37,P212121
PUGVUK01,C30 H22 N4 S1,1.0,5.11,57,P21/n
HIMTOQ,C14 H14 Br1 N1 O2,2.0,7.26,32,Pc
CAWPAR,C15 H26 O1,2.0,4.6000000000000005,42,P21
NIFYEG,C11 H14 Cl2 N2 O1,1.0,3.72,30,P21/c
TUFPET,C14 H15 N3 O3,2.0,6.510000000000001,35,P-1
YUYVUJ,C18 H15 N1 O2,1.0,4.7,36,P-1
AQILET,C17 H18 N2 O1,1.0,6.54,38,P-1
QIMPUA,C19 H18 N2 O6,1.0,4.9,45,P21/c
QUKHIQ02,"C16 H32 Na1 O8 1+,C12 H4 N4 1-,C12 H4 N4",1.0,3.75,57,P-1
DADSOQ01,"C18 H17 N1 P1 1+,Cl1 1-,C1 H2 Cl2",1.0,3.16,37,P-1
SEGROM,C22 H27 N1 O4 S1,1.0,7.24,55,P21/c
FENTEA,C15 H22 F3 N1 O2 S1,1.0,2.98,44,P212121
MOPFEG,"C9 H5 O6 1-,C5 H7 N2 1+,H2 O1",1.0,4.760000000000001,20,P21/c
IMOBOC02,"C12 H28 P1 1+,C18 H12 B1 F10 1-",1.0,6.52,41,Pbca
PUXLUT,C13 H11 N3 O2 S1,1.0,4.87,30,P21/c
MOTPOE,"C12 H10 N2,2(C5 H9 N1 O3),0.5(H2 O1)",1.0,7.290000000000001,24,P21212
HIRTAE,C26 H29 Br2 N1,2.0,5.29,58,P21/c
TOPWOO,C11 H14 O4,1.0,3.6700000000000004,29,P212121
MANSEB,C18 H14 N2 S6,1.0,5.73,40,P21/c
TPXZSH10,C17 H13 N1 O2,1.0,4.5,33,P-1
OHADAD01,C12 H14 N4 O4 S2,1.0,4.15,36,P21/c
IZOYON,C14 H8 N2 O7 S1,1.0,3.9600000000000004,32,P-1
MURLOC,"C28 H29 Br1 N2 O4,0.5(C6 H12)",1.0,2.6100000000000003,64,P-1
LIVWIZ,C21 H23 N3 O3,1.0,4.87,50,P21/c
WAFZUB,C18 H9 O1 P1 S3,1.0,3.47,32,P21/n
YAFPEB,C14 H12 O2 S1,1.0,6.640000000000001,29,P21/c
KEQQED01,C9 H7 N1 O3,1.0,3.63,20,P21
UTUNAB,C20 H21 N5,2.0,7.26,46,P-1
RAWKEH,C25 H19 N1 O3,1.0,4.03,48,P21/c
FETWUW,"C7 H7 N1 O4,H2 O1",1.0,3.2,19,P212121
GAJRIV,"C6 H1 F5 O1,C6 H4 N2 Se1",1.0,4.4799999999999995,13,P21/n
AWIMAW02,C20 H28 O2,1.0,3.53,50,P21
RIZYIM,C24 H14 Cl1 N1,1.0,3.18,40,P21/c
AHOWID,C19 H28 O4,1.0,6.44,51,P212121
GIGSIB,C16 H9 Cl2 N5 O3,1.0,4.7,35,P21/n
QIZLET,"C10 H8 N2,2(C9 H7 N1 O2)",1.0,6.38,20,P-1
HOHLUM,C12 H21 N3 O3,1.0,3.4,39,P212121
SIHZUF,C28 H27 N1 O3 S1,1.0,3.89,60,P21/c
EVEMOI,"C8 H7 O3 1-,C4 H10 N1 O1 1+,C8 H8 O3,H2 O1",1.0,6.34,19,P21/c
MIVFUT,C16 H15 Br1 O3,1.0,4.24,35,P212121
FURSEM17,C12 H11 Cl1 N2 O5 S1,2.0,5.7,32,P-1
ODIKUL,C18 H16 F3 N1 O6,1.0,3.4799999999999995,44,C2/c
OHICAN,C32 H25 N1 O4 S1,1.0,5.74,63,P212121
FOZDAC,C21 H16 N2 O1,1.0,5.220000000000001,40,Pbca
CORBOD,C25 H19 F1 N2 O1,1.0,4.2299999999999995,48,P-1
EBOBED,C13 H4 F5 N2 O2,1.0,4.21,26,C2/c
YOCVIW,"C17 H33 O1 Se1 Si1 1+,Br1 1-",1.0,5.2700000000000005,53,P21
XIMLOY,C12 H9 F1 N2 O1,1.0,4.24,25,P21/c
LIGKUJ,"C9 H14 N1 1+,C5 H3 N2 O4 1-",1.0,3.8,24,P-1
AWULEL,C24 H20 B1 N1,1.0,4.05,46,P21/c
JOMMUW,"C8 H6 I1 1+,C1 F3 O3 S1 1-",1.0,2.5100000000000002,15,P21/n
ZAHDUM,C4 H8 N6 O7,2.0,2.5,25,Pc
MAFQIW,C12 H14 N1 O1 P1 S2,1.0,3.46,31,P21/c
YUCZOP,C20 H15 F3 O4 S1,1.0,3.18,43,Pbca
FONTEJ,"C22 H32 Br1 N1 O6 S1,C1 H2 Cl2",1.0,7.430000000000001,63,P-1
KUFMOO,C21 H17 N3,1.0,4.65,41,P21/n
SELZEO,C36 H23 Br1 O2,2.0,6.4,62,P-1
PUHTAR,C8 H8 N2 Se1,0.5,2.44,19,Fddd
UWABAW,C16 H12 O7,1.0,3.62,35,P-1
MIMROT,C26 H22 O2 Si1,1.0,4.02,51,P21/n
HEMBEK,C18 H8 F4 I1 N3 O3,2.0,2.5,37,P-1
VUYVET,C26 H18 Br1 N1 O5,2.0,3.19,51,P21/c
NOVSOI,C20 H22 O9,1.0,4.02,51,P-1
VADHUH,C18 H25 N1 O2 S1,1.0,5.7700000000000005,47,P21
GABDIY,"C19 H19 N5 O2 2+,2(Cl1 1-)",0.5,5.55,45,C2/c
ASAVUL,"C10 H8 O4 S4,C12 H2 Cl2 N4",0.5,5.59,26,P21/n
JUMBAX,C23 H19 N3 O2 S1,2.0,2.79,48,P212121
CESXIL,C20 H13 N3 O1 S1,1.0,5.35,38,P21/c
DIDRUE,C3 H4 I2 O2,1.0,1.81,11,P21/c
PILGIB,C22 H28 O6 S1,1.0,5.12,57,P21/c
YOPYIN,C22 H18 I1 N3 O4 S1,1.0,4.55,49,P212121
HACWOA,"C10 H20 S4,C2 I4",0.5,2.63,34,C2/c
TOBBOB,C3 H2 F6 O1,1.0,4.5,12,P21
MIXYIE,C26 H19 N3 O2,1.0,3.58,50,P21/n
MISCOH,C26 H24 Br1 N3 O2,1.0,3.61,56,C2/c
IFOPEA,C17 H19 Cl2 N5 O4 S1,1.0,6.63,48,P21/c
FUCOUM,C11 H6 O3,1.0,6.0,20,P21/n
EYUNIZ,C19 H26 N2 O5,1.0,4.12,52,P21/n
QOQPER,C14 H21 N1 O5 S2,1.0,4.7,43,P21/c
DUZROG,C13 H12 N4 O1,1.0,4.24,30,C2/c
KAKYIJ,C15 H14 O3,1.0,3.6799999999999997,32,P-1
ENULEF,C13 H13 N1 O1,1.0,4.2,28,Pbca
FUZJUI,C14 H20 O4 S1,1.0,3.51,39,P21/c
SULNUK,C20 H14,1.0,4.09,34,P21/n
YORMIE,C20 H22 O11,1.0,3.66,53,P212121
XETDIM,C11 H10 N4 O1,1.0,4.68,26,P-1
MIDYAZ,C26 H26 O5,2.0,4.41,57,P21cn
YUSZET,"C10 H19 N1 O5,2(H2 O1)",1.0,3.3300000000000005,35,P212121
WEBNIE,C17 H13 N3 O3,1.0,3.81,36,P21/n
JENPAW,C18 H36 O2 Si2,2.0,5.37,58,P-1
FUDJAT,C16 H15 N1 O2,1.0,4.91,34,P212121
EBEYEQ,C24 H36 O4,1.0,4.92,64,P212121
TASMIJ,C19 H27 N1 O2 S1,1.0,3.9,50,C2
MEHKIW,C9 H10 B1 N3 O2,1.0,7.470000000000001,25,Pca21
IQIRIL,C23 H21 B1 F10 N2,1.0,2.8400000000000003,57,P212121
KABXIZ,C30 H24 N2,1.0,4.07,56,P21/c
LEGCAF,C33 H26 O3,1.0,4.75,62,P21/c
NEBVOJ,"C10 H14 N3 O2 1+,C7 H4 Br1 O2 1-,2(H2 O1)",1.0,3.66,29,P-1
SIAZAN,C19 H15 N1 O1 Si1,1.0,4.3,37,P1121/b
FUXXUS,C25 H20 N4 O1,1.0,5.24,50,P-1
CEGVUI,C12 H16 O2,1.0,3.37,30,P21
GOWFAD,C16 H19 Cl2 N1 O2,1.0,6.36,40,P21/n
ZIKJOS,"C9 H18 N1 O4 1+,Cl1 1-",1.0,5.43,32,P212121
WOZGID,"C2 N6 O4 2-,2(K1 1+)",0.5,2.18,12,Pbcn
IWOMIR,"C29 H22 N4 O1,C1 H4 O1",1.0,5.94,56,Pbca
IMEBIP,C34 H26 B1 N1 S2,1.0,4.55,64,P21/c
VOVSIL,"C18 H12 F1 S1 1+,C1 F3 O3 S1 1-",1.0,2.6599999999999997,32,P-1
XETTEY,C14 H16 O4 S1,1.0,4.08,35,P21/c
WEBZEM01,C12 H9 N1 O1,1.0,6.6000000000000005,23,Pna21
INAGOT01,C18 H22 F2 N4 O2 Si1,0.5,3.65,49,C2/c
YALTAJ01,C25 H14 B1 F15 N2,1.0,3.84,57,P21/n
ZAZXAB,"C14 H24 N4 2+,2(C1 F3 O3 S1 1-)",0.5,3.74,42,Pbca
VEJNIK,"C4 H12 N2 2+,2(C7 H4 N1 O4 1-),2(H2 O1)",0.5,3.88,18,P-1
BOVKEG,C29 H22 B1 Br1 N1 P1,1.0,3.45,55,P-1
ARABOK,C17 H21 N1 O5,1.0,5.69,44,P21/a
LAYGOL,"C13 H24 O4,C6 H12 N4",2.0,4.130000000000001,41,P21/c
RIJBER,C6 H13 N1 O4 S2,1.0,3.06,26,P21/n
KUMZUP,C25 H23 N1 O1,1.0,2.69,50,P21
QISFOQ,C24 H21 N3 O5,1.0,4.569999999999999,53,Pbca
ICOVEF,"C11 H8 O3,C1 H4 N2 O1",1.0,4.21,22,C2/c
LUPDUW,C12 H14 N4 O1 S1,1.0,4.7700000000000005,32,P-1
IZEMAF,C15 H23 N1 O2 S1,2.0,4.51,42,C2
ILIRII,"C6 H5 O4 S1 1-,C6 H6 N3 1+",1.0,4.9399999999999995,16,P21/n
ARIFAK,"C27 H23 N1,0.5(C1 H1 Cl3)",2.0,3.42,51,P-1
EMIVIG,C27 H33 N1 O3,0.33,5.47,64,R3c
ZUSWIT,C27 H28 O1 S2,1.0,5.0,58,P21/c
PEDYEE01,"C3 H8 N1 O2 1+,I1 1-",0.5,1.37,14,P21/m
SELWAJ02,"C2 H8 N1 1+,N1 O3 1-",2.0,3.5500000000000003,11,P21/c
QOWLEW,C24 H21 N3 O1,1.0,5.58,49,P21/c
RENDIX,C14 H11 N3 S1,1.0,3.9,29,P21/c
NIMVEN,"C1 H7 N4 1+,C1 H1 O2 1-",1.0,3.17,12,P21/n
HOXQUI,C19 H31 N2 O1 P1,1.0,5.11,54,P-1
LAJPOG,C8 H4 Cl2 N4,1.0,2.68,18,Pbca
PEDSOK,C8 H15 B10 Br1,1.0,3.6900000000000004,34,P-1
SULRIB,C18 H29 Br1 O3 Si1,1.0,3.7,52,P21
AWAZII,C10 H12 N2 O2,1.0,5.96,26,P21/c
IGIFUD,C17 H30 N4 O2,1.0,6.08,53,Pbca
BORHOG,"C14 H14 N4 O3 S1,2(H2 O1)",1.0,7.33,36,P21/n
BIQWEH,C18 H18 N4 O2 S1,1.0,3.2800000000000002,43,P212121
AXEFIV,"C32 H22 Cl1 N5 O2,2(C2 H6 O1 S1)",1.0,6.77,62,P-1
BETBAG,"C12 H12 N2,C8 H12 N2,C10 H8 N2,2(C6 H5 Cl1 O2)",0.5,6.140000000000001,26,P-1
LIVWOG,"C14 H15 N5 O2,C1 H2 O2",2.0,5.27,36,P21
HEBSIU,"C22 H24 N2 O7 S1,0.5(C6 H5 Br1)",1.0,7.35,56,P41212
PUVVEI,C26 H15 As1 F12 O3,1.0,5.05,57,P-1
YAJWOV,C10 H21 As1 N4,1.0,5.6000000000000005,36,P21/c
JUPDUT,"C8 H20 P1 1+,N3 1-",0.5,3.7,29,C2/c
WEZPUQ,"2(H4 N1 1+),C34 H20 O8 2-",0.5,2.96,62,I222
NELVAB,C6 H7 N3 O1,1.0,4.49,17,P21/n
XUJPEB,"C6 H7 O2 1-,H4 N1 1+",1.0,3.73,15,P-1
SECBEJ,C10 H10 O2,1.0,3.67,22,Pbca
NIYBOO,"C18 H20 N1 O2 1+,I1 1-",1.0,5.949999999999999,41,Pbca
NONPAL,C23 H18 B1 N5 O1,1.0,5.37,48,Pbca
VAHPEB,C18 H25 I1 O4,1.0,2.11,48,C2/c
LEJNUK,C24 H17 F1 N4 O1 S2,1.0,5.26,49,P21
XESYOM,C11 H13 N3 O1,1.0,5.76,28,P21/c
TAZKIR,"C6 H5 B1 Br2 O2,C12 H8 N2",1.0,7.12,22,P21/c
SAVCEB,C20 H14 O2,1.0,5.11,36,P212121
WOBFAX,C18 H17 Br1 N2 O1,2.0,7.37,39,P21/c
ZEVTID,C18 H20 N6 O5,2.0,5.1000000000000005,49,P212121
IROXAQ,C17 H11 Br1 O3,1.0,3.94,32,P-1
OCHTET26,C4 H8 N8 O8,0.5,3.29,28,P21/n
UKUZUW,"C13 H13 N2 O1 1+,0.5(O4 S1 2-),H2 O1",2.0,3.5700000000000003,29,P21
LAGVID,C25 H21 N2 O2 P1,1.0,4.45,51,P212121
KORYAU,C25 H21 Cl1 N2 O3 S1,1.0,2.81,53,P21/n
ZUYYOH,C6 H6 O2 S1,1.0,3.04,15,Pna21
NOSYAY,C28 H25 Cl1 I1 N1 O2,1.0,2.8899999999999997,58,Pbca
XUCFOT,C25 H21 N1 O5 S1,1.0,3.6999999999999997,53,P21/c
RALTEE,C18 H14 O3,1.0,4.0200000000000005,35,P-1
NEQKAZ,C11 H12 Br1 N3 O1,1.0,1.5599999999999998,28,Pna21
ESINAV,C20 H21 B1 F3 N1,1.0,4.51,46,Pbca
LUVRID,C15 H15 N1 O1,1.0,4.82,32,P21/c
QEMYOA,"C26 H22 N2,C6 Cl4 I2",1.0,3.25,50,P-1
WORCIR,"C17 H20 N4 S2,0.5(C1 H4 O1)",2.0,4.35,43,P-1
REQVIV,C14 H15 Br1 O2,1.0,4.33,32,P-1
GOQDAU,"C13 H18 N2 O6,H2 O1",2.0,2.55,39,P21
TUKNIZ,"C17 H16 N2 O2,C1 H4 O1",1.0,4.06,37,Pbca
KIGMIX,"C13 H10 F3 N2 O2 1+,C4 H3 O4 1-",1.0,5.3100000000000005,30,P21/c
AMEROZ,C17 H26 N5 O3 P1,1.0,5.97,52,C2/c
YUBNIV01,C8 H7 N1 O2,1.0,4.07,18,P21/c
HOZQIA,"2(C19 H14 N2 O1),C6 F4 I2",0.5,3.0700000000000003,36,P21/c
HPTPOL,C29 H21 N1 O2,1.0,4.8,53,P21/n
QIDNOK,C17 H27 N1 O4,2.0,6.1899999999999995,49,P21/c
HOMCUI,C18 H18 N4 O1 S1,1.0,6.61,42,P21/c
QAYBOI,"C13 H24 N1 O3 1+,B1 F4 1-",1.0,6.38,41,C2221
BOMTIK,C33 H28 N2,1.0,6.18,63,P21/c
HORFIG,C19 H24 O4,1.0,3.17,47,P212121
NOQYEY,C18 H14 N4,0.5,4.74,36,P-1
EDILUB,C21 H29 N1 O3,1.0,5.42,54,P212121
KEJFAJ,C27 H27 Br1 N2 O4,1.0,4.55,61,P21
VORPUO,C23 H18 Br1 N1,1.0,4.21,43,P-1
KEKJIX,C19 H16 O3,1.0,6.04,38,P21/n
SOVJEU,C21 H25 N1 O3,1.0,2.35,50,P212121
KOBNEY,C11 H6 F5 N1 O2,1.0,4.38,25,P-1
SIXKES,C20 H18 O1,1.0,5.55,39,P21/c
GUYBOR,C10 H14 O4,1.0,3.69,28,P212121
LEMXAE,C24 H29 N5 O2,1.0,5.73,60,Pbca
KAGDEG,C20 H22 N2 O1 S1,1.0,3.51,46,Pca21
VEQQIS,C18 H21 N5 O3,1.0,7.45,47,C2/c
MEDCUV,"C8 H12 N1 O1 1+,C8 H7 O2 1-",2.0,4.3500000000000005,22,P21/c
IJUCEW01,C13 H8 O4,1.0,3.09,25,P21
SOVZUA,C17 H11 Br1 N2,1.0,2.91,31,P21/c
NOXMEV,C29 H30 N2,1.0,5.24,61,P21/c
CENVIB,"4(C8 H12 N1 1+),O12 P4 4-,2(H2 O1)",0.5,5.5600000000000005,21,C2/c
COKRUQ,C21 H25 N1 O3 S1,2.0,3.2600000000000002,51,P21
TIWGEL,"C24 H38 N1 1+,C1 F3 O3 S1 1-",1.0,3.9,63,P21
AZILIH,C10 H12 Br4,1.0,2.96,26,P-1
OSOXEC,C14 H18 O2,1.0,3.4000000000000004,34,P-1
PIQRAI,C16 H20 O5,1.0,4.13,41,P-1
MISBIB,"C16 H17 O9 1-,C12 H9 N2 1+",1.0,3.4799999999999995,42,P21
VABYOQ,C12 H15 N3 O2,1.0,3.0300000000000002,32,P212121
DIPQAX,"C12 H18 N1 1+,Cl1 1-",1.0,4.2299999999999995,31,Pca21
VODVUF,C12 H8 F3 N1 O2,1.0,5.74,26,Fdd2
ETHDPH,"C2 H8 O7 P2,H2 O1",1.0,5.2,19,P21/c
HUFZAK,C15 H11 Cl1 O1,1.0,3.6,28,P-1
KOVCON,C14 H15 N3 O1,1.0,1.51,33,Pbca
VANVEP,C22 H18 Cl1 N1 O2 S1,1.0,6.9,45,P-1
TACMAL,C17 H19 N5 O2,2.0,7.1000000000000005,43,P-1
QISTUL,C15 H15 N1 O2,1.0,5.52,33,P21/n
UQATOX,C26 H22 O6,1.0,2.88,54,Pbca
MIYMUF,C12 H12 N2 O4,1.0,6.68,30,P21/c
PEFJAO,C26 H31 F2 N1 O3,1.0,5.319999999999999,63,P-1
KUHTIT,C18 H22 O2,1.0,7.32,42,P212121
BIKFUZ,C25 H22 N6,1.0,6.21,53,P21/c
ZUWGAC,C16 H14 O3,2.0,4.99,33,P21/c
YUBWUQ,C9 H17 N1 O2 S1 Se1,2.0,3.74,31,P21
ZOBGAB,"C15 H12 O3,C3 H7 N1 O1",1.0,5.56,30,P-1
YUTDUM,C21 H20 Br1 N3 O3,1.0,7.2,48,P21/n
RURKUN,C19 H22 Br1 N3 O1 S1,1.0,4.6899999999999995,47,P21/c
GIGTOJ,C28 H24 O8,1.0,6.67,60,P21212
EBAXUC,"C17 H19 N1 O1,0.5(C6 H6)",1.0,4.21,38,P-1
OMUKAL,C25 H31 F2 N1 O3 S1,2.0,6.63,63,P212121
SUPSEF,C21 H15 N1 O5,1.0,4.09,42,C2/c
AKAZEV,C23 H23 N3 O2 S3,1.0,2.82,54,P21
IDAXOB,"C23 H24 O6,H2 O1",1.0,5.5,53,P21/c
CDBALA,C6 H10 N2 O2,0.5,4.2,20,C2/c
WACKUL,C16 H16 N2 O3,1.0,4.05,37,P21/n
XOFFUV,"C19 H13 Br1 N2 S1,0.5(H2 O1)",1.0,3.6900000000000004,36,C2/c
WIRPIA,C10 H11 F2 N3 O2,1.0,5.0,28,C2/c
XALNAC,"C7 H5 O6 S1 1-,C7 H10 N1 1+",1.0,5.12,19,P21/n
MEPYEP,"C21 H21 F1 O1 P1 1+,C1 F3 O3 S1 1-",1.0,3.27,45,P21/n
HUVXEC,C18 H19 N1 O6,1.0,4.66,44,P-1
WEVMEQ03,C16 H15 N3 O1 S1,1.0,3.6999999999999997,36,P21/c
YILJAH,C17 H20 O3,1.0,3.1199999999999997,40,P212121
FOMPIG,C25 H32 Mg1 O2,1.0,3.6,60,P212121
GABVUC,"C14 H14 I1 O1 1+,Cl1 1-",1.0,3.04,30,P-1
UXIMAR,C11 H14 N2 S1,1.0,5.59,28,Pbca
LAPVEF01,"C21 H15 N3 O4,C3 H7 N1 O1",1.0,5.319999999999999,43,P21/c
XERWIB,C26 H29 N1 O4,1.0,3.6,60,P21
ROTBOV01,C17 H19 Br1 N2 O1,1.0,6.49,40,P212121
FOBBUX,C16 H14 S2,2.0,3.2099999999999995,32,P21/c
XOTQAA,C20 H21 N3 O2,1.0,6.32,46,C2/c
PAXPOV,C12 H9 N3,1.0,6.38,24,P21/c
VEMKIL,"C23 H19 Si1 1+,F6 P1 1-",2.0,3.25,43,Cc
MEKKET,C9 H4 Cl2 O2,1.0,6.19,17,P21/c
ZAXDIO,C18 H20 B1 N2 P1 Se1,1.0,4.7,43,P21/c
PCYPOL21,C7 H5 N1 O1,2.0,6.890000000000001,14,Pbcn
NOSWAT01,C14 H10 N2 O2,1.0,5.55,28,P212121
MOYHAJ,"C2 H1 O4 1-,H4 N1 1+",1.0,6.16,7,P21/c
IRILEB,C8 H8 N2 S1,1.0,3.35,19,P21/c
MIXYOH,C10 H9 Cl1 O2 S2,1.0,3.13,24,P-1
WIRPAO,C12 H18 O4,1.0,4.42,34,P21/a
GEJZEE,C13 H7 Br1 F1 N1 O1,1.0,4.34,24,P21/n
UFERED06,"C19 H16 Cl1 N1 O4,C7 H5 N1 O3 S1",1.0,6.510000000000001,41,P-1
VAGHIV,"C9 H15 N3 O2 2+,O4 S1 2-",1.0,2.12,29,P21
KUQNAN,C18 H20 N8 O1 S3,1.0,4.46,50,P21/c
CUTQUD,"C16 H38 N4 2+,2(C12 H9 O2 S1 1-),2(C1 H4 O1)",0.5,3.75,58,P21/c
AKIHEK,C21 H16 N2 O1,1.0,2.9000000000000004,40,P212121
XABPAU01,"C8 H12 O4,2(C9 H9 N5)",0.5,5.0200000000000005,24,C2/c
TUSWUC,C16 H15 N1 S1,1.0,2.9899999999999998,33,P21/n
DADCIW,C12 H13 F1 N4 O3,1.0,3.35,33,P212121
DULSAH,C16 H19 N1 O7,1.0,3.88,43,P21/n
KOGNEB,C21 H26 O9 S1,1.0,6.17,57,C2
VIJKUV,C20 H26 O6,1.0,3.9,52,P212121
VIFGIA,C11 H9 N1 O2,1.0,5.94,23,C2/c
KABTEQ,"C15 H22 N1 O2 1+,2(C1 H1 Cl3),Cl1 1-",1.0,6.7,40,Pna21
ABEHAS,C14 H15 Br1 N2 O2,1.0,1.61,34,P212121
KIFZOR,C29 H21 Cl1 N2 O2 S1,1.0,7.3999999999999995,56,P21/c
RIQVAO,C20 H30 N2 O5,1.0,4.63,57,P1
KAHBUT,"0.5(C4 H12 N2 2+),C6 H6 N1 O3 S1 1-",1.0,3.84,18,Pbca
NODREG,C20 H16 N2 O1,1.0,5.4,39,P-1
EZEPIM,C25 H22 Cl1 F3 N3 O3 P1,1.0,5.57,58,P212121
IRIRUA,C16 H16 Br1 N1 O3,1.0,3.27,37,P21/n
OZABUN,C17 H25 N1 O1,2.0,2.5,44,P21
CIRMAT,"C11 H12 N1 O1 1+,C6 H4 N1 O5 S1 1-,0.5(H2 O1)",1.0,6.68,25,P21/n
VUJKEU,C15 H18 N2 O2,1.0,5.58,37,P212121
SAKJAS,C20 H26 O3,1.0,3.36,49,P212121
LESQUW,C14 H18 N2 O4 S1,1.0,6.05,39,P21/c
LOHROQ,C14 H17 Cl1 N2 S1,1.0,3.87,35,C2/c
CIGKOW,C15 H9 F3 N4 O1 S1,2.0,5.1,33,P-1
KIKSOQ,C20 H33 N2 O1 P1,1.0,4.91,57,P21/n
RUSXAH,C21 H14 F5 N4 P1,1.0,5.3,45,Pna21
ZUCSAU,C14 H21 B1 O4,1.0,4.760000000000001,40,Pbca
ROTCOV,"C17 H14 Br1 N2 S1 1+,0.5(C1 H1 Cl3),Br3 1-",2.0,7.07,35,P-1
PUMCUV,C13 H21 N1 O1 Si1,1.0,6.6000000000000005,37,P21/n
PUVTOQ,"C4 H12 N1 1+,C9 H20 B12 N1 1-,C2 H3 N1",1.0,4.94,42,P21/n
PAMSUS,C15 H9 N9 S3,1.0,3.5,36,P21/n
ZUSPIP01,"C9 H5 O6 1-,C3 H7 N6 1+,2(H2 O1)",2.0,6.069999999999999,20,P-1
PEXJEH,C22 H21 N1 O3,1.0,4.3,47,P21/c
DILSEY,C8 H12 N2 O3,1.0,6.1,25,P21/c
XAKKUP,C16 H28 N2 O6,1.0,5.41,52,P212121
QOYCAJ,C12 H17 N1 O5 S1,1.0,5.72,36,C2
TIBFUF,C20 H24 N2 O2 S1,1.0,3.0500000000000003,49,P21
