refcode,formula,z_prime,r_factor,n_atoms,spacegroup
YOFNOY,C16 H16 N2 O5,2.0,3.39,39,P212121
COPSAB,C25 H24 O1,0.5,3.7,50,Pnma
JOCPEA,C13 H26 B1 F2 N1 O1,2.0,5.11,44,P21
DERHIV,"C28 H19 Br1 N2 O2,C1 H1 Cl3",1.0,5.35,52,P21/c
YIFDIC,C18 H17 F1 O4,1.0,4.49,40,P21/n
MODHAS,C21 H21 N3 O1,1.0,4.17,46,P-1
UNILEM,C14 H18 B10 F2 O1,2.0,7.17,45,P-1
HODQEZ,C13 H13 Br1 N4 O1,1.0,4.5,32,P-1
NINHYD01,C9 H6 O4,1.0,3.8000000000000003,19,P21
IDEDUQ,C23 H26 N2 O6,1.0,5.76,57,P32
POTWAA,C20 H22 O6,1.0,3.4799999999999995,48,P21/c
ROBYEO,C16 H26 N2 O3 S1,1.0,6.569999999999999,48,P21/c
LUNWAW01,"C8 H12 N1 1+,C3 H2 N3 O3 1-",2.0,3.88,21,P21
INAPIZ,"C22 H20 Br1 N1 O5,C1 H1 Cl3",1.0,4.2,49,P21
DUVHOS,"C4 H12 N2 2+,C6 H6 O7 2-,H2 O1",1.0,4.47,19,Pn
KIZYID,"C7 H7 N1 O2,C8 H10 N2 O1",1.0,5.83,21,P21/c
FAWFOC,"C15 H22 O5,0.5(C4 H2 O4)",1.0,3.53,42,P21212
HUXXUU,C16 H15 Cl1 O5 S2,2.0,3.0,39,P21
UNUNOJ,"2(C5 H6 O2),C4 H4 N2",0.5,4.58,13,P21/c
XALKUR,C15 H30 O6 P2 S2,1.0,7.1000000000000005,55,P-1
GIRFAP,C10 H15 N1 O3,1.0,5.73,29,P212121
LEJRUO,C25 H25 N1,1.0,4.13,51,P21/c
CAGMIJ,C20 H22 N2 O2,1.0,2.92,46,P212121
PUQQIC,C17 H12 N4 O6,1.0,6.96,39,P21/c
CEWSIK,C16 H16 N4,1.0,4.25,36,P21/c
AGOYOK01,"C18 H16 O1 Si1,C10 H8 N2",1.0,4.69,36,P-1
GAYLAX,C10 H8 N4 S1,1.0,3.11,23,P-1
ZABHAO,"C22 H17 N1,C3 H6 O1",1.0,5.07,40,P21/c
HCITUL,"C7 H16 N3 O3 1+,Cl1 1-",1.0,6.9,29,P212121
QAXWIY,"C16 H25 N1 O1,H2 O1",1.0,5.6000000000000005,43,P21
WOWGUN,C27 H19 N3 O1,1.0,5.970000000000001,50,P212121
BIQCOX,C20 H32 N2 O1,1.0,6.550000000000001,55,P212121
GIKVUR,C18 H16 N2 O3,1.0,3.3000000000000003,39,Pna21
OCEBAB,C9 H6 Br1 N3 O1 S2,1.0,5.97,22,P21/c
ZUFGAK,"C24 H20 P1 1+,C2 N3 O4 1-",1.0,3.5900000000000003,45,P21/n
YETNAP,C21 H28 O4,1.0,2.86,53,P212121
COBYUN,"C8 H13 N2 O1 1+,Cl1 1-",1.0,2.5,24,P212121
FEXYOW,C18 H16 O5,1.0,3.8000000000000003,39,P21/c
CUBQOH01,C18 H11 B1 O2,1.0,4.859999999999999,32,P21/c
LUPJOX,C26 H21 F3 O2 Si1,2.0,4.54,53,P21/c
QUTMUR,C10 H6 O5,1.0,6.3,21,P21/c
GUZXII,C18 H24 N9 P3,1.0,3.6,54,P21/n
OXALOH58,"C2 H2 O4,2(H2 O1)",0.5,1.82,8,P21/c
BUWRIY,"C15 H15 F3 N1 S1 1+,F6 P1 1-",1.0,3.46,35,P21/c
ZEHSIQ,C7 H20 B10,1.0,5.15,37,Pbca
ZEWXAE,"C15 H17 B9 N1 O2 1-,C8 H20 N1 1+,C2 H3 N1",1.0,6.460000000000001,44,P-1
CUZYAY,C20 H34 O2 Se2,1.0,5.22,58,P21
FAYGIW,"C8 H10 N3 S1 1+,Cl1 1-,H2 O1",1.0,2.32,22,C2/c
PEMCEP,C8 H13 N1 O1 S2,1.0,4.8,25,C2/c
JOTNIR,C26 H18,1.0,4.41,44,Pbca
UHAMOF,"C4 H6 N8 O2,H2 O1",1.0,3.5100000000000002,20,P-1
VOQNEX,C32 H23 N1,2.0,5.66,56,P-1
IQUTOF,C11 H18 N2 O4,1.0,3.16,35,Aba2
KENCIP,C19 H25 O2 P1,1.0,4.3,47,P21/c
SUPDAM,C20 H22 N2 O3 S1,1.0,6.279999999999999,48,P21/n
DAXWAD,C19 H18 Br1 F1 N2 O1,1.0,2.35,42,P212121
XELSAM,C15 H26 N2 O1,2.0,3.7900000000000005,44,P-1
OZETIY,"C5 H7 N3,2(C7 H5 Cl1 O2)",1.0,2.98,15,P-1
CASQAS,C28 H19 N5 O3,1.0,5.99,55,P21/c
OKAGEM,C27 H30 O2,2.0,3.89,59,P212121
HADHEA,C16 H17 N3,0.5,5.2,36,Cmca
BUZTAV,C19 H14 Cl2 O2,2.0,4.99,37,P21/c
LAHBEF,C21 H23 N1 O4 S1,1.0,4.09,50,P-1
FAXSAC,C22 H24 F1 N1 O1,1.0,2.7,49,P21
PAFYOL,C28 H28 N2 P2 S2,0.5,3.95,62,P21/n
ZUFVAX,C21 H30 O4,1.0,4.0200000000000005,55,P212121
PUBMOQ,C18 H22 B1 O2 P1,1.0,3.36,44,P-1
YAGYUA,C17 H19 N1 O1 S1,1.0,5.8,39,P21/c
BUYDAA,C24 H20 N4 P2 S2,0.5,5.4,52,C2/c
YETLIS,"C4 H5 O5 1-,C6 H8 N1 O1 1+",1.0,3.46,16,P212121
UWOWOU01,C15 H28 B1 F3 N2,1.0,4.01,49,Pna21
DOLRUR,"C6 H12 N2 O4 S1,H2 O1",1.0,2.9,25,P21/n
IKEGAH,C5 H7 N3 O1,1.0,4.28,16,Pbca
IFOPUR,C24 H22 N2 O3,1.0,3.51,51,P-1
IHOQAZ01,C14 H14 N2 O2,1.0,5.08,32,P21/c
BENMIS,C17 H26 O3,1.0,3.4299999999999997,46,P21
XICRIO,C20 H17 Br1 O4 S1,1.0,4.53,43,P21
QUYKAX,C9 H9 Br1 O3,1.0,2.63,22,P21/c
CEDREJ,C7 H9 N3 O1,1.0,5.38,20,Pca21
IRIVAI,C20 H23 N2 O1 P1 S1,1.0,4.1000000000000005,48,P21/c
KAZREI,C22 H26 O7,1.0,7.0,55,P212121
MUVWIN,C18 H13 Br2 N1 O5,1.0,3.2800000000000002,39,P21/n
BONVAE,C13 H19 N1 O7 S2,1.0,2.9000000000000004,42,P21
DEZYIS,"C8 H12 N1 1+,C8 H7 O3 1-",1.0,3.5900000000000003,21,P212121
KUQTAS,"C6 H8 N2,2(H2 O1)",0.5,3.17,16,Pnma
CEBKON,C14 H21 N3 O2,1.0,4.78,40,P21/c
VESHOU,C21 H13 N3,1.0,3.06,37,P212121
LIDTEB,"C22 H17 Cl1 F3 N9 O2,C4 H4 O4",1.0,4.7,54,P-1
PEDSID,C28 H23 F1 N4 O1,1.0,4.859999999999999,57,P21/n
XESGAH,C28 H27 N3 O1,1.0,6.7299999999999995,59,P21/n
HUHCUK,C23 H15 Br1 O4,1.0,3.4000000000000004,43,P-1
COJGIV,C18 H20 O8,1.0,4.09,46,P21/c
UCASID,"C16 H18 N6 O2,2(C6 F4 I2),C2 H6 O1 S1",1.0,4.54,42,P21/c
PAJYIK,C20 H18 N4,1.0,4.96,42,P-1
WADROK,"C6 H16 N1 1+,C7 H5 O4 1-,H2 O1",1.0,3.7600000000000002,23,P212121
RIJNED,C9 H15 N1 O6,2.0,5.74,31,P21
EXIJAZ,"C20 H26 N2 O2 S1,C2 H6 O1 S1",1.0,7.37,51,P-1
QAQDAN,C12 H17 N5 O2,1.0,7.1000000000000005,36,P-1
GAMHAG,C23 H24 Cl1 N1 O2,2.0,6.17,51,Pca21
KIBZUT,C15 H15 N5 O3,1.0,4.82,38,P21/a
HUNWUI,"C10 H20 O5,C2 H4 N4 O1",1.0,4.87,35,P21/c
FOLKOI,C30 H25 N3 O5,1.0,4.9799999999999995,63,P21/n
CENGIM,"C26 H24 N4 Na1 O2 1+,Br1 1-",0.5,2.6,57,C2/c
ATITOO,C26 H30 N6,1.0,4.68,62,P-1
BOYREM,C21 H26 O5,1.0,5.8,52,P21/c
SORPIB,"C13 H14 N1 1+,0.5(H2 O1),Br1 1-",2.0,6.61,28,Pna21
FARVOM,"C15 H26 N4 2+,2(Cl1 1-)",1.0,4.06,45,P-1
GUWCOU,"C22 H18 Cl1 N4 O1 S1 1+,2(H2 O1),I1 1-",1.0,2.42,47,P-1
JEKLUH,C19 H21 F6 N1 O2,1.0,4.3,49,P-1
KAQREB,C22 H33 N1 O2,1.0,4.51,58,Pbca
WEGZOZ,C7 H9 F1 O3,1.0,4.48,20,P212121
OZEVEW,"C6 H9 N2 1+,C7 H4 N1 O4 1-",1.0,4.95,17,P21/n
AHIQUF,C20 H12 B1 F2 N3,1.0,6.12,38,P-1
MUFBIC,C3 H5 N3 O2,1.0,3.27,13,P212121
KEBCID,C16 H26 O6,1.0,2.84,48,P212121
ZENNIP,C23 H30 O4,2.0,5.0,57,P21
IQUHAH,C17 H20 N2 O3 S1,1.0,6.550000000000001,43,P212121
IDUYEM,"C7 H17 Cl1 N1 1+,Cl1 1-,H2 O1",1.0,3.5,26,P21/n
IQEFUJ,C13 H18 Br1 O4 P1,1.0,2.94,37,P21/c
DAPJOW,C21 H30 O5,1.0,4.6899999999999995,56,P21
DUBJAN,C17 H10 N2 O3 S1,2.0,5.42,33,Pbn21
JIVGUT,C34 H24 N2,2.0,6.35,60,P212121
PEHXIK,C4 H5 N3 O1,1.0,2.57,13,P43
POPGAE,C15 H6 Cl1 F1 N2 O2,2.0,3.49,27,P-1
NUWPUR,C22 H21 N1 O4 S1,1.0,4.01,49,P21/c
KUPMIS,C18 H16 Cl2 N4 O1 S1,1.0,3.64,42,P21/c
DACYEQ,C16 H15 N3 S1,1.0,4.109999999999999,35,P21/n
COMYAI,C20 H20 N4 O4,1.0,4.83,48,P21/c
UHACUF,C23 H32 N1 O4 P1,1.0,4.37,61,P21/n
BUWFIJ,C22 H15 B1 F2 N2 O2,1.0,4.33,44,P-1
LOJWOZ,"C8 H22 N2 O12 P4 2-,H12 Mg1 O6 2+",0.5,2.77,48,P-1
IPAKOA,C18 H16 O2,2.0,4.93,36,P21/c
FAWFUH,C25 H27 N1 O3,1.0,4.18,56,P212121
YONDUB,C21 H18 N2 O4,1.0,4.12,45,P21/c
PULJIR,C20 H18 Br1 F1 N2 O5,1.0,5.11,47,C2
DITTIN,C10 H12 N4 O4 S1,1.0,2.6100000000000003,31,P212121
VEMWUJ,C13 H10 Cl1 N1 O2,1.0,2.9499999999999997,27,P21
GOTFOM,C13 H10 N2 O3,1.0,3.1199999999999997,28,Pna21
PAKPUQ,C25 H28 Br1 Cl1 S2 Si1,1.0,3.1,58,P-1
FOFQAW,C24 H18 N2 O5,1.0,4.16,49,P-1
OGUHEG,C23 H15 Cl1 O2,1.0,4.26,41,Pc
RAMROM,C14 H18 N2 O6 S1,1.0,3.72,41,P-1
SEMCAQ,C19 H17 Cl1 N2 O3,1.0,4.38,42,P21/c
WABGEP01,"C27 H23 Cl2 N4 1+,C14 H10 Cl2 N1 O2 1-,C2 H6 O1",1.0,5.6899999999999995,56,P-1
CUFYUX,C22 H20 O4,1.0,3.1,46,P-1
GOZBOQ,"C12 H8 N5 Se2 1+,I1 1-",1.0,2.4,27,P-1
ROVZIN,C17 H17 Br1 N2 O2 Se1,1.0,3.3000000000000003,40,P21/c
AMULUT,C25 H23 N1 O5,1.0,4.02,54,P21/n
PIHWOS,"2(C2 H8 N1 1+),C10 H8 O4 2-",1.0,6.8,22,Pbca
RAQQUY,C19 H27 N1 O3,1.0,5.19,50,P21/c
RODSUA,"C14 H14 O3,C9 H11 N1 O3",1.0,4.24,31,P21
NEVTIV,"C14 H8 I1 N2 O6 S2 1-,C7 H11 N2 1+",1.0,5.59,33,P-1
LUTXII,C13 H12 N4 O3 S1,0.5,4.54,33,P21/m
RIHZUD,C7 H7 N1 O4 S2,1.0,3.0700000000000003,21,P-1
QIJDEW,C22 H20 N2 O1,1.0,4.6899999999999995,45,C2/c
FUMMEI,C12 H20 N2 O6,1.0,2.5100000000000002,40,P21
ROTDAI,C17 H24 N2 O5 S1,1.0,5.34,49,P21/c
YOYKUW,C30 H25 N1 O2 S1,1.0,3.95,59,P21/n
EGAHAW,C23 H20 B1 F2 N3,1.0,4.3100000000000005,49,P21/c
ULEQIP01,C27 H14 N2 O3,1.0,6.800000000000001,46,P21/n
SAYCON,C9 H11 N1 O2,1.0,5.6899999999999995,23,P21/n
HEYQEI,C14 H12 N4 O2,1.0,4.21,32,P21/n
WAMLUU,C24 H26 F3 N1 O5,1.0,6.1,59,P21/n
JEYTIR,C13 H16 N4 S2,0.5,3.2,35,Pba2
AXUGAD,C27 H26 O2 P2 S2,1.0,3.39,59,P-1
WEVSAV,C18 H18 N2 O3 S1,1.0,4.3,42,P21/c
CABBIR,C20 H29 N2 P1,1.0,3.85,52,Cc
LENBOV04,C1 H2 Cl1 I1,2.0,5.44,5,Pna21
FOLYUA,C15 H19 P1,1.0,7.3,35,P21nb
UKOMOW,C21 H20 Cl3 N1 O3,2.0,4.54,48,P21
GECDUP,C10 H8 Cl1 N3 O3,1.0,3.3200000000000003,25,P21/c
CERXIH,"2(C6 H6 O2),C6 H12 N4",0.5,5.1000000000000005,22,C2/c
JONHEB,C15 H15 N1 O8,1.0,4.63,39,P-1
TUYROX,"C15 H23 N2 1+,I1 1-",1.0,2.76,40,P21/c
VAGMEZ,"C13 H14 N3 O3 1+,H2 O1,Cl1 1-",1.0,3.15,33,P21/c
NICGIP,C16 H26 N4 O2,1.0,5.53,48,P-1
IQINUV,"C10 H10 N2 2+,H2 O1,2(I1 1-)",1.0,2.82,22,P21/c
FUGPAA,C18 H39 N4 P1 Se1,1.0,2.94,63,Pbca
VEBWAC,C24 H27 N3 O5,1.0,4.07,59,P21
INUBAW,C16 H11 N1 O2,2.0,5.06,30,Pna21
SENDEY,C10 H16 O3,1.0,3.32,29,P21
ITAVUV,C19 H21 N2 P1 Se1,1.0,2.92,44,P-1
EDEWEQ,C26 H23 N1 O3,1.0,7.140000000000001,53,P21/c
ROFNUY,C18 H12 O3 S2,1.0,5.83,35,P21/c
SUCACB08,C4 H6 O4,0.5,4.54,14,P21/c
TEHJAT,C5 H10 Cl2 N3 O4 P3,1.0,5.03,27,P21/c
OFIQUR10,C8 H14 N2 O2,1.0,3.8,26,P21/c
SEGRUU,C13 H9 Br1 N2,2.0,3.35,25,P-1
IYIYEY,C22 H20 N2 O2,2.0,3.55,46,P21
JOKTAE,C17 H26 O3,1.0,3.8000000000000003,46,P21/a
EGIFAB01,C22 H22 O6,0.5,6.15,50,C2/c
BUSRIS,C10 H15 Be1 I1,2.0,3.06,27,P21/c
MELMEV,C25 H30 N2 O5,1.0,2.96,62,P212121
ACUHAK,C11 H6 Br1 F3 N2 O1,1.0,5.64,24,P-1
BEBDOF02,C30 H10 B1 Cl6 I1 N6 O1,2.0,2.55,55,Pca21
PUVJEZ,C12 H17 N1 O1,1.0,6.88,31,P21/c
VICPEE,C13 H14 O5,1.0,4.34,32,P21
VISREU,C15 H16 O8,1.0,4.6000000000000005,39,P212121
EQABIL,C12 H16 F3 N1 O4,1.0,5.58,36,P21/c
MEHXAZ01,"C8 H20 N1 1+,C3 H2 N3 O2 1-",0.5,2.6100000000000003,29,C2/m
YEVSAW,C25 H24 N3 O2 S1,1.0,6.15,55,P-1
KELXUV,"C23 H27 N2 O4 1+,C7 H3 N2 O6 1-,C1 H4 O1",1.0,5.28,56,P212121
ASPARM12,"C4 H8 N2 O3,H2 O1",1.0,3.09,17,P212121
SIZJOD,C12 H8 F3 N1 O3,1.0,4.2,27,P21/c
YEMDAW,C21 H30 O4 S2,1.0,3.44,57,P212121
JOQCAW,C19 H12 Cl3 N3 O2 S1,1.0,5.35,40,P21/c
EJUKOM,C16 H20 Br1 N1 O3,1.0,5.27,41,P212121
GOLYOY,C19 H23 Cl1 N1 O4 P1 S1,1.0,3.06,50,P61
CITRAB,C18 H19 N1 O2,1.0,4.760000000000001,40,P212121
IGAYEX,"C13 H17 N2 O2 1+,C10 H15 O4 S1 1-,0.5(H2 O1)",2.0,5.59,34,P21
YANGAX,"4(C4 H4 I1 N1 O2),C6 H12 N4,4(C1 H2 Cl2)",0.5,3.39,22,P43212
KEBJAD,"C10 H13 N3 O1,3(H2 O1)",1.0,4.29,27,P31
XALFEX,C16 H20 O4,1.0,4.5600000000000005,40,P21/c
YOPKAQ,C10 H8 Cl2 N2 O2,1.0,3.69,24,P-1
GIKZOR,C15 H7 F8 N1,2.0,4.58,31,P21
IQUYUP,C18 H21 Br1 O4,2.0,4.44,44,P21
COPMAZ,C28 H25 N1 O3,1.0,3.09,57,P212121
LOZYII01,C14 H17 N3 O3 S1,1.0,3.74,38,P21/n
PAYBIE,"C20 H27 N1 O11,C3 H8 O1,2(H2 O1)",1.0,4.52,59,P21
RIGKIB,C16 H21 F1 O1 Te1,1.0,3.8000000000000003,40,P21
EXONAK,"C23 H23 N3 O3,C1 H4 O1",1.0,4.8500000000000005,52,P-1
DLALNI17,C3 H7 N1 O2,1.0,4.0,13,Pna21
BOBVIX,C10 H22 N3 O3 P1 S1,1.0,4.8,40,P21/c
QUWFIZ,C27 H21 N1,1.0,6.329999999999999,49,P21/c
DUTVUK,C20 H15 I1 O2 S1,1.0,2.84,39,P21/c
DUXPOE,C33 H27 N1 O2,1.0,6.34,63,P-1
OSICIE,C16 H11 N1 O4,1.0,4.33,32,P21/c
CUTJIO,C11 H4 Cl5 N1 S1,2.0,5.64,22,P21/c
JEDWAT,C21 H16 I1 N3 O1,1.0,2.74,42,P-1
WURVOW,C22 H25 N3 O4 S1,2.0,4.99,55,P21/n
YOWFAS,C22 H14 F2 N2 S2,1.0,5.14,42,I2/a
COBNUC,C15 H14 O3,1.0,5.0,32,P21/c
LONNOT,"C16 H19 N2 1+,C7 H5 O6 S1 1-",1.0,6.21,37,P1
SEFFUF,C19 H16 O4,2.0,4.39,39,P21/c
LUSHIT,"C18 H15 N5 O2,0.5(H2 O1)",2.0,6.54,40,P21/n
EBICEY,C11 H10 Cl1 N3 O2 S1,1.0,5.74,28,P21/c
APUREI01,C16 H12 O4,1.0,4.03,32,P21/a
IQIQOS,"C3 H7 N6 1+,B1 F4 1-",2.0,5.390000000000001,16,P-1
XULSEG,C30 H26 Se2,1.0,3.37,58,P21/n
WAFLOG01,C12 H11 Br1 O2,1.0,2.42,26,C2/c
PAVCEX,C16 H14 N2,1.0,5.0200000000000005,32,P21/c
IVABEM,C23 H30 O4,1.0,5.37,57,P21/n
BUBXAX,C24 H32 O4,1.0,7.0,60,P212121
YUQVOY,C15 H24 N2 S1,1.0,4.38,42,P21/c
SOBNAZ,C18 H32 N2 O3,2.0,5.03,55,P21
MPAZTP,C12 H12 N2 S2,1.0,3.3000000000000003,28,P21/c
XOGFII,C25 H31 N1 O3 S1,1.0,3.04,61,P21
UHIKUR01,C27 H25 N3 O4 S2,1.0,3.96,61,Pca21
TAGYOS,C26 H17 N3 O1,1.0,5.26,47,P21/c
OYUPUV,C9 H11 N1 O2 S1,1.0,2.9000000000000004,24,P21/c
XIPPIY,C20 H19 O4 P1,1.0,2.75,44,P212121
WUKNIB,C13 H7 F4 N1 O1,1.0,6.94,26,P-1
DUPWET,C18 H20 O6,1.0,5.220000000000001,44,P-1
JEXWUI,"C13 H10 N3 O3 1+,H2 O1,Cl1 1-",1.0,6.239999999999999,29,P21/c
UFOREO,C13 H18 N2 O4 S1,1.0,2.59,38,P212121
PUYMUS,"C12 H21 O9 P3,H2 O1",1.0,3.68,45,P21/c
XIRRIC,"C17 H15 N3 O2,H2 O1",1.0,6.08,37,P-1
JOKJOM,C16 H18 N2 O3,2.0,3.92,39,P21
YEHTAJ,C18 H24 O3,1.0,6.64,45,P21/n
JISCIX,"C14 H14 N2 O2,4(H2 O1)",0.5,6.3,32,P21/c
VIRZEC01,C22 H20 N2 O2,2.0,3.6999999999999997,46,P21/n
KELXEG01,C17 H24 N2 O3 S1,1.0,3.64,47,P212121
UBAPIA,C20 H16 Br4,1.0,2.75,40,P212121
XANQAG,"C4 H4 N12 O4 2-,2(C1 H8 N5 1+),2(H2 O1)",1.0,3.41,24,P21/c
YIWYEI,C15 H11 N1 O2,1.0,4.7,29,P21/c
CALBOG,C9 H5 Cl3,0.5,3.0700000000000003,17,Pnma
ISEDES,C13 H16 O6,0.5,4.02,35,Pbcn
JABKIK,C25 H33 N1 O5,1.0,4.19,64,P212121
DEMTCN01,"C8 H18 N1 O1 1+,C12 H4 N4 1-,C12 H4 N4",1.0,4.07,28,P-1
XERSOF,C15 H25 I1 O5,1.0,2.3800000000000003,46,P212121
IPODEA,C21 H32 O3,1.0,3.49,56,P212121
MIFHAO,C13 H12 F3 N1 O3,1.0,7.02,32,P-1
DADDER01,C15 H10 O2,1.0,4.72,27,P-1
PUNJIU,C20 H17 Br1 N2 O3,1.0,4.859999999999999,43,P21/c
DUVSIA,C18 H13 N3 O2,1.0,5.390000000000001,36,P21/n
UPALON01,"C4 H6 N3 1+,H2 O4 P1 1-,H2 O1",1.0,3.97,13,P-1
XUJGAN,C30 H29 O2 P1,1.0,3.7699999999999996,62,P-1
BOTVAI,"C6 H10 N2 2+,2(B1 F4 1-)",0.5,4.7700000000000005,18,P21/c
IZISER,C19 H17 F3 O3,1.0,4.72,42,P21
ASIRUP,"C12 H22 N2,1.5(H2 O1)",1.0,4.25,36,C2
CORWIR,C23 H20 N2 O6 S1,1.0,3.64,52,P-1
NFPHSO,C12 H6 F2 N2 O6 S1,1.0,5.4,29,P21/c
SECZAC,C20 H16 N2,2.0,5.94,38,P-1
XOYLIK,C20 H20 N2 O3,1.0,3.83,45,P21/c
WANWUD,"C12 H17 N5,H2 O1",1.0,4.0,34,I2/c
PEMGAQ,C18 H18 N2 O2,1.0,5.5200000000000005,40,C2/c
XOFJAG,"C18 H13 N5 O6,H2 O1",2.0,6.47,42,P-1
AQUKAZ,C12 H21 Br1 O3,1.0,2.81,37,P-1
NEVGEB,C22 H19 N1 O1 S1,1.0,4.4,44,P212121
ONAQUQ,C25 H22 Cl1 N3 O1,1.0,5.25,52,P-1
COYDOL,C14 H17 N3 O4,1.0,2.59,38,Cc
PUBXUI,C24 H21 N1 S1,2.0,4.08,47,P21
XEJVAN,C26 H22 F1 N3,1.0,4.82,52,P21/c
CEBREK,C19 H21 N1 O6,1.0,4.88,47,P-1
GOJDOA,C21 H18 N2 O4,2.0,4.25,45,Pna21
BOHQOF,C20 H22 N2 O2 S2 Si1,0.5,3.1,49,C2/c
AHEWOZ,"C5 H7 N5 2+,Br1 1-,I5 1-,H2 O1",1.0,3.96,17,P-1
NETHUQ,C22 H20 N2,0.5,4.1,44,P21/n
OSEZIX,C16 H29 B1 Cl1 N1 Si1,1.0,6.069999999999999,49,P21/c
QERYAQ,C16 H14 O4 S2,0.5,3.54,36,P21/c
NEJHAN,C27 H20 N4 O1,1.0,3.73,52,P21/c
QAXWAQ,"C21 H18 N6 O3,0.5(C1 H4 O1)",2.0,5.36,48,P-1
PAVZOF,C9 H16 O4,1.0,5.28,29,C2
RAGZIM,C10 H7 B1 F3 N1 O1,1.0,3.38,23,P21/c
HAMKOX,C21 H19 Cl1 N2 O1 Se1,1.0,3.74,45,P21/c
XUZJEH,C17 H24 Cl1 N1 O1 S1,2.0,4.8,45,P21/n
CIPDUE,C21 H12 Cl1 F1 N2,1.0,4.12,37,P-1
WIRVAY,"2(C16 H36 N1 1+),H3 B12 Cl9 O3 2-,2(C2 H6 O1)",1.0,6.1,53,P21/c
GEPHEO,C18 H18,1.0,4.9,36,P21/n
SICRIH,C14 H8 O2 S3,1.0,2.44,27,Pca21
CYLPHN,C18 H18,0.5,3.1,36,P3121
XANHAX,C15 H16 Br1 N1 O3,1.0,2.57,36,P21/c
AZOKIL,"C28 H28 P1 1+,I3 1-",0.5,4.44,57,Fddd
UXOQIK,C19 H20 O4,1.0,4.04,43,Pna21
UQOGAJ,C20 H22 O6,1.0,3.9,48,P212121
QUTFUG,C11 H16 O2,1.0,3.9,29,P21/c
KIMGEV,C15 H12 O6,1.0,3.2099999999999995,33,P-1
ROMHUA,C18 H15 F3 O1,2.0,5.13,37,P-1
GUTHIN,C14 H20 N6 O2 S1,0.5,4.73,43,Fdd2
FEZKOL,C21 H22 N2 O9,2.0,6.09,54,P-1
PESLAC,C21 H30 O4,1.0,4.77,55,P21
KUGXIT,C18 H19 O3 P1,1.0,4.2,41,P21/n
BUVWEX,C12 H15 N1 O3,1.0,3.62,31,P212121
SASLEF,C22 H30 O5,1.0,4.95,57,P212121
SEGKOG,"C6 Cl4 O2 1-,C2 H3 N1,H4 N1 1+",0.5,7.03,12,P21/m
GODXEF,C15 H22 O4,1.0,5.08,41,P21/c
LAPLUJ,C17 H24 B1 N1 O2 Si1,2.0,4.1,46,P21/c
YEVBOU,C20 H30 Li2 O4,1.0,3.4099999999999997,56,C2/c
FEQLEV,C14 H15 N3 O1,1.0,5.29,33,P-1
WEGYEM,C6 H13 N1 O3,1.0,3.7800000000000002,23,C2/c
HERBOL,C17 H24 O5,1.0,6.3,46,P212121
PURHUH,"C4 H7 N5,C6 H4 Cl2 O1",1.0,3.32,16,P-1
BOYHUV,"C15 H15 N2 1+,C12 H4 N4 1-,C12 H4 N4",1.0,4.3,32,P-1
BAKVEQ01,C21 H30 O4,1.0,2.7,55,P212121
DMXBZO,C16 H16 O4,1.0,7.0,36,Pcab
VEFDER,C20 H19 Cl1 N2 O6,1.0,5.5,48,P21/c
YALPIP,C21 H20 O1,2.0,5.13,42,P21/c
BUSYUL,"C14 H19 Cl3 N5 O2 1+,C1 H4 O1,Cl1 1-",1.0,3.4299999999999997,43,P-1
IHIVED,C17 H13 Cl2 F3 N2 O1,2.0,2.8400000000000003,38,P212121
TUWNOO,C10 H14 Cl2 O2 Te1,1.0,2.0,29,Pbca
YAGMID,C16 H17 Cl1 N4,1.0,4.91,38,Pccn
KOFROP,"C23 H27 Br1 N4 O2,0.5(C2 H4 Cl2)",2.0,5.76,57,P21/n
SECSOK,C13 H16 N4 O2,1.0,4.03,35,P21/c
FAHYEW,C23 H16 N2,2.0,5.91,41,Pna21
SOVGIT,C12 H19 N3 O3,1.0,6.3,37,P21/n
MAMCUZ,C10 H12 N2 O4,1.0,4.82,28,P21/c
IMIDEQ,C17 H23 N1 O1 S2,1.0,4.2299999999999995,44,P-1
ZOJNAR,C17 H16 Cl1 N3 O3 S1,1.0,4.44,41,P21/c
OXALDH17,"C2 H2 O4,2(H2 O1)",0.5,0.8999999999999999,8,P21/c
ZUGQOH,C19 H21 N3 O2,1.0,3.3000000000000003,45,P212121
XODLOU,"C21 H27 N2 O4 1+,Cl1 1-",1.0,3.6700000000000004,54,Pna21
DPHDTE04,C12 H10 Te2,1.0,5.970000000000001,24,P212121
POJZIB,C20 H21 N1 O3 S1,1.0,4.390000000000001,46,C2/c
CUKPII,C20 H28 N2 O8,1.0,3.64,58,P212121
GEHSES,C8 H4 I1 N1 O2,1.0,2.0100000000000002,16,P21/c
NAKKOB,"C22 H15 Br2 N2 O8 S4 1-,C16 H36 N1 1+",0.5,5.55,53,C2/c
RAXWIA,C26 H24 N6 O2 S2,0.5,4.34,60,P-1
FUGMEC,C17 H10 Br2 N2 O1,1.0,4.37,32,P21/n
EFUYAH,C20 H21 Br1 O1,1.0,3.27,43,P212121
AFUJEQ,C22 H19 N2 P1,1.0,3.9,44,Pna21
ROGGEA,C10 H15 N1 O4,1.0,5.23,30,P21
PEVFUR,"C14 H16 O2 P1 1+,Cl1 1-",1.0,3.8000000000000003,33,Pna21
XONDIN,C18 H30 O5 Si1,1.0,6.13,54,P21/c
